ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,z}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,7.536989443471855e-07,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,1.2730347981449948e-05,,,,,1.1929933264876604e-45,,,5.0197451336683295e-36,,,5.8743517715667404e-05,1326789.7049612396,,1.086876003119696e+25,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,9.200681560082908e-26,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.2404617576857086e-22,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.061514140231693e+21,,2.1812000726778482e-109,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.2781980995587927e-15,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,4.5846321597280394e+108,,782351343148749.1,1.661004460789427e-10,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,6020453428.070441,,,,,2.3994632391738836e-23,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,9.025839272307982e+21,8.653380439160405e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,4.167598751562004e+22,1155617746.1868591,5.285948483216835e+57,,15.653284648643098,,,,,216326.18886599853,,,1.4812312962614842e+16,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.1079302099562998e-22,,1.8918080703492526e-58,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,0.0013296629748622715,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,0.06388435542100009,,752.070275630245,26433145.143265788,,,18345.74744670409,,,32.93600272434382,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,3.783129077452079e-08,,,,,3.8399931693953583e-19,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,4.622648812157652e-06,5.4508544985974684e-05,,2.6041712989751465e+18,1133384958684862.2,546867893267634.4,,,2.0829763892167016e+20,2202972705583170.2,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,18.412659685098088,,1.8285951914726963e-15,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,0.054310459059281356,8.823127502595083e-16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,9.267819571945255e-19,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,4.8008225401731395e-21,1.0790024473794395e+18,,36587.245508049564,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,6.751140098942849e-17,0.030361911503634743,,,,,4.539320879762241e-16,,2.733192909479862e-05,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,6.596137268067641e-50,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.516038795676781e+49,,2.0405236394120504e-62,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,9.782096455879111e-35,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,4.900702842571021e+61,,1.0222757509194184e+34,4.123573229625302e+48,,,2.3163303669283518e-58,,9.744243637813989e-46,,,,,,,1.2524663396341304e-37,,7.425781030784602e-29,
"$\hat{S}_{x,y,z}$",,,,2.4250812203736888e-49,,,,,1.8109378217805652e-36,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1497546225.1334562,,3.591376537502927e-32,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,6.677590202004505e-10,2.5919201041124936e-40,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,4.317173466607373e+57,,5.5220007444362266e+35,3.858143614895154e+39,2.7844476611057242e+31,,,953.0166835771255,,,,,,,216016341003.97272,,95988.99218538738,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,7.425721064881702e-27,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,1.0262469178411663e+45,,,,,0.0010492995739030755,1.3466705674271523e+26,,9249828901606.521,,,,,,7.125701334036086e+19,,3815401.239806479,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.0811010783413721e-13,,1193428.9182444343,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.878418228435916e-07,,74524.00300849846,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,1.2875148064799519e-05,1.3418495513263873e-05,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,8.379217100512586e-07,,5323628.065687268,77669.0097051378,,,,,3.8697416188267825e-15,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,1.3466596925688513e+28,,,,,1.0417861227969349e-05,,2.6209563218853517e-07,,258415185948041.97,,,,7.504149638951754e+16,95176.91971662552,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,,1.3325960276822104e-17,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,7.984246509108734e+36,,,,,4.629279411697883e-12,,1.4033706341626692e-20,,,,,,,,,1.0506748936373908e-05,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.294470530678199e-63,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.8887629918905304e+62,,4.73565915156176e-104,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.2421173996917055e-05,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.111638460445813e+103,,80507.68794062467,3.2762664519526025e+36,,,,,1.585494400979691e-44,1.5534440199934693e-46,2.572197501134229e-14,,,,,218.88108255059615,,,
"$\hat{S}_{x,y,z}$",,,,3.0522547987634397e-37,,,,,1.5461271066883342e-75,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,6.467773546393029e+74,1737030370396.1025,1.976093879571682e+48,,,1.5089348900925223e-11,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,5.487151564045714e-44,,5.060488321621389e-49,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,1.822439180562188e+43,5.756951732352069e-13,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,4.423261465123804e-06,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,6.307180898160795e+43,,,,,66271911834.359116,226077.52399100168,,109.52566199369035,7.963540731751793e+23,,,,,7.460480123579549e+16,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,6.437309533717243e+45,,,,,,,0.009130280354366714,,0.018835530708053203,,,,,8.30405999937157e+19,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.14452183428415372,0.045115508271966864,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,38877263490033.05,,,,,,,1.2557228419927016e-24,53.091150735266844,,9.635944677011484e+21,6.91936969215209,,,1.7805683795222807e+22,,429448979.7427363,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.0377809685704241e-22,,22.165327141429184,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,,8.145261543073192e-06,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,2.3285653178150646e-09,,,,122770.76613339808,1.8074434534709278e-09,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,0.0045686908541712,,,,,,,1.3403963061833058e-17,1.2042302200076558e-20,5.616184199947974e-23,,,,,,,553267654.4207499,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.195967181743256e-56,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.361433451228889e+55,,,5.676779563871566e-87,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.7615621476025743e+86,409320.39242598,,5.557851988827693e+62,,,1.2005426519442855e-50,,9.625504707606202e-33,8.629934943324171e-40,1.5930112456188464e-19,,,,,3.139393448067172e-21,,,
"$\hat{S}_{x,z}$",,,,,2.4430739794642318e-06,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.7992562630494375e-63,,,,5.222884849882312e-82,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,4243.4029911986745,2.596284687757483e-23,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,8.329566620398654e+49,1.9146506743730588e+81,3.8516577350527025e+22,6.280778257953209e+23,,,10287.170393004011,8594760.912287457,283066.1676219674,,,,,5.6106985618909266e+20,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.00023565991777686908,,1.5921593772773658e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.959335595954421e-18,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,1.0389065616577868e+32,,,,9.720846081057132e-05,5.103770901037938e+17,,0.04042005078598482,207731904.88821954,,,,,47534584306.62448,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.1587572867783512e+39,,,,1.1634994971999221e-07,,24.740196525105265,,682.8858840645582,,,,,94.80206245038703,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,3.580976255562751e-14,298743.5389402309,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,6.277419589787793e+18,,,,3.532742921561336e-06,,4.813897030107627e-09,0.0014643735114979513,,6.640592683401692e+21,27925345733487.695,,1.8412541091667098e+19,8.717879612360265e-21,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.5058896813525728e-22,,3.347352727852863e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,1.8391378962257393e-09,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,5.431080886779754e-20,,,,,5.160247981634103e-16,,543733018.6345408,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,3.1853286838439104e+20,,,,1.78230925965657e-21,,2.103731450662205e-11,0.010548293720121671,1.1470679161274419e+20,,,,1937891364056749.5,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.4653711906285484e+152,,1.0095443730477885e-63,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.885693753974506e-153,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,9.905458607837373e+62,,,,9685603115617.926,,,3.6912699615665744e-60,1.858903527691843e-54,,,,4.413929816059208e-29,,,,2.5740712317809044e-22,,,9.054146994367351e+20
"$\hat{S}_{x,y}$",,,,,1.104466274539288e-21,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.0324602278896926e-13,,,,2.3140867683904086e-29,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,2.709094730030529e+59,4.3213591368294385e+28,703760683666526.5,1.7099749597281805e+24,,3806.5276418240956,,,,2.1616914206520135e+22,,,,2170138.228356263,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1252201.9013218933,,5.848038851744128e-25,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,,7.985932611540878e-07,1.4209375760948946e-15,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,9.954076830842277e-20,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,5.379515316976543e+53,,,,0.0002627066171837381,,1.0046135035863327e+19,5.127463883276704e+42,,4.306991537508857e+27,,,,585481692628.3914,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.950281899130512e-43,,,,1.0618179792375702,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,2.2655548268160004e+28,,,,4.626007164789404e-23,2.3218062800708336e-28,,0.9417810015969422,671825511.6148281,,429811022.8010345,154679796888.26035,,0.0015175246847117698,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,,1.48848173031768e-09,1286.3946666200522,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,0.0007773664070199061,2.3266038955518224e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,9.687233449094937e-09,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,6.4649684064583644e-12,,,,5.882689151701742e-14,,103228646.78082351,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,3.8848963760343844e+21,,,,4.6080014025532106e-07,1.7079953354488675e-12,,,,658.9678639658731,,16999028407114.125,,,,,
