ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,20.56597226712544,69800069224.1513,,,,3.2636917762062804e-16,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.04862400799783694,,5634173318.645151,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.4326633356031015e-11,1.7748832764705753e-10,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.6063653667841336e-18,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,2.898074714161994e+55,,,,,810553.8789959798,,,,3064014829128262.0,,,6.225233814657944e+17,,18134.04945678036,,3.0212044762662034e-21,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.2151201918962032e+50,,,,,8462055.773734542,,,,,,,,,,5.514488103627057e-05,1.0681843113815013e-24,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.56061463157958e-16,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1798362350666862.0,,,1.5205963581543451e-142,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,1.6750782088196272e-16,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,6.576367190657819e+141,5969870509536789.0,,,2.449458757714891e-33,,,,2410344.692179324,,,,,,,15772770527268.957,8.367759825321405e-26,,
"$S_{x,y,z}$",,,,,,,2.1712440706781605e-06,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,0.004237020805882996,,15139.242477312255,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,4.082534547072365e+32,460565.4488616117,,236.01489013495646,3.084871116844254e+20,,1.522832553132113e+20,,,,,,,3.274774928405896e+26,17042904823.847383,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.2416265124974654e-21,6.60535031061564e-05,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,3.795688421922805e-18,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,4.1487842101780284e-07,,6.566710160898729e-21,,,,,80118829638415.92,,,,,,865492356.2590202,5.421013945700254e-16,2.634568196441751e+17,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.2481460407161429e-14,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,11.683460010079127,4.350780681339217e+19,,,,,1.3547085097808943e-21,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.2416677725343086e-50,,2.298438080984099e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,8.053684102301761e+49,0.08559108338945112,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,1.1950629808636867e+25,,5.867544355471282e-11,,,,1844673358188209.0,,,,7.381661758083564e+20,,1.1355782203558271e+28,2.525737588006488e+17,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,8.806086468324969e-29,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,6.340040250196611e-14,,3.053644973661695e-27,,,,1.155411706144202e-09,,,,,,,,3.959239490074181e-18,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,29267611.574590474,7.089774924073492e-105,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.416746178455433e-08,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,9.412063073237113e-14,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1.4104820120656825e+104,,,,,,,1.710471179876138e-65,,,,6.086747349451876e-32,,,,,5.811485679530495e-70,,8.910788389857901e-62,10624663181906.064
"$S_{x,y,z}$",,,,,,,,,4.773281559931525e-32,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3183.1063475980477,,1.559436225614671e-05,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.0003141585265458045,4.3358988302321005e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,5.846342293077478e+64,,2.0949947901551097e+31,230632687.5127919,64125.73874932511,,,,,84667907386.4581,,,,,235631703.57757086,,5.1410173149714326e-18,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,,9.532196975732296e-05,
"$S_{x,y,z}HF_{x,z}$",,,,1.1222351561374547e+61,,,,,1.9451403073237008e+17,10490.760970905938,,6.135372069354374e+62,5565670007029611.0,,,,,1207437234369.4087,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,1.6298930019173721e-63,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.459000510993658e-11,,0.00019259368156335918,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.642913599970684e+31,,,,,1.1810850543826495e-11,,,,,28910085350.427795,440.5346587373664,7.596349151255342e+22,,1.715788376181754e-14,,1.7967288731401063e-16,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.0022699689574167425,5192.27833375739,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,1.0179787212207483e-05,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,1.3164218496127762e-23,,,,,,98233.88044897556,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.7207303865898697e+69,,,,,4.243911090133914e-09,,,,58282245869118.164,,,,,,,8.282003996027635e-13,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.35846017206276e-32,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.240054641776624e+31,,,7.591921170211614e-100,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.317189651446455e+99,3.2574507972708445e+55,,,,7.655726902844057e-32,,,155.0923665526997,,,,5.348670295963441e+30,,,2804091635408311.5,,,
"$S_{y,z}$",,,,,3.0698852023730316e-56,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.8464169794148006e-64,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,0.00015202933983588903,3.2738012019960228e-24,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1.3062116931424316e+31,5.4158947363933895e+63,99947.28030963367,,3.0545532190235135e+23,,10003282.963715017,,,,3.431259059960333e+40,,,6.935238379325108e+44,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.000527474986843e-05,6577.67771062789,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.0886545587427096e-28,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,0.006447770591341157,,,9.996718113716341e-08,,9.185650231923917e+27,,4.874690749655322e+16,,,3.218670450907841e+25,,,2.3211697552062714e+46,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2.051412184600034e-17,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,1.8696235599989863e-31,,,2.9143821044265906e-41,,,3.1068729006349356e-26,,3.610152115589635e+41,71255571104867.14,,,,22663006.000739347,367194896973.5912,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,464595327773.3821,,1.4033990388320593e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.152410797569998e-12,2.7699663836371977e-42,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,8.854525779399026e-17,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,2.72334939358354e-12,,1.1293659591873388e+16,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.566217263988904e-16,,,1.4419115036927014e-45,,,4.3081726261383874e-47,,,,4.412477320825739e-08,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.688801997611233e-46,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.3005927325358116e+45,,,3.9345550885366573e-131,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.5415834255657116e+130,24577485.44000211,,,,1.3544620140099552e-22,,9.108509734737465e-08,,,2.5644111338372055e-34,,,,,1.696510261047549e+36,,,
"$S_{y,z}$",,,,,4.068764489521e-08,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,6.883850468327981e-29,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,2.9893920767518133e-50,1.2755672035200758e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,7839649665.187251,7.193666802590185e-29,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,7.383005131605337e+21,1.4526753662080782e+28,3.34516173966237e+49,,1.3901116460383395e+28,3067113.0648180535,,,1.9073213695399877e+23,,,,,5.9119163220639845e+51,,,
"$S_{x,y,z}HF_{x,y}$",,,,,10978744.373366177,,,3.260394967080621e-07,,,1.7376721860099738e+17,208781.68789051267,2.978709042007448,,,,,9.728416531748317e+38,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,5.754825381052973e-18,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,4.789692094664981e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.1988308550151637e-46,1.2685114780627889,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.8864890256433452e-27,,0.7883255432005652,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,3.8995307219075667e+33,,,5.2429549417840495e-24,,0.3357159044060469,,,,3.4644164281106814e+26,4.547871418664005e+45,,,8.64312880981783e+42,3.600964281392515e+23,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,3.551252552600618e-35,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,2.777033932736744e-24,,,2.815907866838955e+34,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,5.89445300131888e-37,,,1.691498907499552e-52,,1.027916513172044e-39,,,1.1569884263023923e-43,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.870897309844886e-40,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.483231519883342e+39,,,1.778035349274254e-142,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,5.6241851457462476e+141,6.890502299564681e+47,,,,,1.256510158611171e-06,9.665341559060765e-17,,,250445.0467493462,,,,,5.030036551031881e+31,,,
"$S_{y,z}$",,,,,1.4512730081567154e-48,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.2912804253363622e-24,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,795855.0857283212,7.744251212818568e+23,1.7021246499568413e+23,728.4586602512785,,1.0038264164405009e-26,,,5.590019223860632e+23,,,,,1.735396299976969e+20,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.207203098511656e+23,,0.0013727614956970304,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,8.28361028258531e-24,5.875010387901707e-24,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,3.0302724210174525e-11,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1.034624585059336e+16,,,,9.961881692114967e+25,,,5521877.851953695,2.1248882428570772e+16,,,,,5.933587654043345e+27,,33000333338.487015,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.8109781252154829e-07,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,3.992891905747425e-06,,,,1.788902613664664e-24,4.7061298558244284e-17,,,,9168499077.393862,455853021905.87366,,,0.00024021891324681812,2.8227002348826873e+23,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0906910624724076e-10,,1504574.808481205,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.1936895269863626e-12,6.646396007450446e-07,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,2.8486268728441997e-05,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,3.542707042150937e-24,,,35104.632675235356,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.9880571241472514e-32,,,,5.762372548640741e-21,1.6853210204429465e-28,,,4162.869552958673,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.0638224937849507e-118,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.845377948013583e+117,,,5.909403267592319e-139,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,3.0283228945173376e-14,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.6922182405186102e+138,33021577778593.613,,,1.8815166481119834e-14,,,,,,,,,2.09074487022769e-12,,1.3402172905034116e-26,,0.0013424250477288117,
"$S_{x,y,z}$",,,,,,,5.972060412524919e-62,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.8159930869615365e-06,,5.819392701180677e+96,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.568910142817681e-74,1.7183923672948096e-97,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,53148612902439.88,1.6744639721037441e+61,,355114.50813929463,2.8019758413152215e+73,,,,,,,3128547514772.2866,,2.5095950891725763e+19,,560623602970.9673,
"$S_{x,y,z}HF_{x,z}$",,,,,744.920546358886,,1.7837279677498459e-12,,,,8973701.303516828,320724735230108.2,,,,3.139200056427165e+23,,920.5435765339099,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,1.1143673788296209e-07,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,3.1179385003858116e-15,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,9.446731307239008e-06,2.2937582784417674e+31,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.2683136835733555e-21,,4.359657289953569e-32,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.059681832334609e+20,105856.72096269981,5.9333425940831674e-33,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,478298435280.1957,,3.196371464004393e-13,,,,,,1.6853906278683745e+32,,,,,3760023.5243107616,10377549459318.39,3.1855249172559443e-24,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,9.636186306990448e-14,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,7.461476635810158e+25,,3.9847065541146883e-20,,,,,,,,,2.6595578286529655e-07,,,,0.0010863146791651782,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.391538849087642e-52,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.2771061223966026e+51,,,3.846910774495074e-144,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,3.889534020637731e-48,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,2.5994884171215406e+143,2.5710020652706344e+47,,,,4.472939011001726e-24,,,8.996436438726115e-25,1.672900049823682e-17,,,,,,1765835535.9398873,8.891332170426955e-05,,
"$S_{x,y,z}$",,,,,,,,5.32632445786188e-08,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,2.2356665215876652e+23,18774673.00220432,7.5754789659410555,,57431174941.48176,,1.0775324498876918e+19,1.5584041672438784e+16,,,,,,5.793619537409448e+41,1.8752406767257624e+16,,
"$S_{x,y,z}HF_{x}$",,,,,,,8.255236515545829e-35,1.7412145947195545e-11,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.13200485467598103,1.2113523314769386e+34,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,7.4189369145812305e-19,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1.1115512312134991e+24,,,9.280462969855129e-20,,1.3479020127999647e+18,,1.4040872224458879e-16,,,,,,2.8139363983420945e+37,1.5550764636504255,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,5.977643434856713e+16,,,6.416820623423728e-17,,,7122064669586715.0,,2.3160979552648266e+20,,,,,1.424033981206575e+41,3738891330.4013824,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,7.97045302399437e-20,,3.7402510367777874e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,4.3176066786245154e-21,,1.2546338294568516e+19,4528957691.281674,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.208013561100423e-10,2.6736173325454012e+19,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,11246.908571541768,,,5.332648829621358e-17,,,0.6430551959178746,2.674589635352271e-10,,,,5.203412374263897e+30,,7.331529910449602e+32,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.921815777942192e-31,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,5.663041544057148e-10,,,1.726036709077964e-42,,,3.5537405912556397e-38,7.022304335411338e-42,,,,,,,1.3639717933561232e-33,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.1344141274864887e-09,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,468512641.0672758,,,7.929359286075459e-109,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,3.0816718732138155e-61,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.2611359429204752e+108,3.244991813346823e+60,,4.289342223225277e-33,,,,1919061864.3240175,,,,,1.7036960808113861e-34,,4.606956628083513e-19,,,,
"$S_{x,y,z}$",,,,,2.3313597935491188e+32,,,328518746174.66205,,6.780790519120252e+16,,,,,434.4062566152129,,1264505375600538.8,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.0794054262463865e-28,4.84911363082838e-43,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,3.0439663235179116e-12,3088.226061632079,,2.0622325565696606e+42,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.00032381049186260534,1.6448976995064976e+27,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,0.11375058302559767,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,5.210879433281044e-10,1.4747543036173034e-17,,,,,8.791163732101195,1.3029739749838715e+29,,,1.772877818717706e-19,,11188310.469973605,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,7.6747503726034e-30,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,5.869591479741794e+33,0.00230199262734325,,,,5.640546626745457e+18,,,1.43437808162242e+24,9.19567771357177e+29,,,3314454.152220891,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2623802.449811058,6.971662581938671e-25,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.8112625440684786e-07,,1.0874674288814127e-30,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,2.170630376470461e+18,7.908230516814371e-16,,,,8.93789998663095e-08,,,,,3.0170880454929136e-07,,,5.426666248291112e+16,1.940080307214733e+22,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,5.154425805371146e-23,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.842751984821078e-17,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.192540168045698e+65,,,,,,,,,,,,,,,,,,1.4794027424095028e-99
$S_{z}$,1e+160,4.560919861693305e-66,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,,2.279742943750277e-15
"$S_{x,y}$",,6.759484563150804e+98,,438645945913075.7,,,,2.0483306217617566e-46,,9.557003658028277e-18,,,1.7228306318731768e-30,,,1.0283782238706794e-22,,,,,
"$S_{x,y,z}$",,,,,,,,7.394143448832332e-44,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1.35242169281679e+43,5.976416196812643e+18,,8.861143399222865e+37,30755.41923615909,,,34000607347.79802,,,9.277969218540689e+17,,,,,4.8820243635273394e+45
"$S_{x,y,z}HF_{z}$",,,,,,,,1.6732435745243487e-19,1.1452397190828408e+27,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,8.731796350905858e-28,1.1285225336582426e-38,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.502920842699385e-43,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,3.251459498312746e-05,,,3.9953321053553817e+42,2.6640300824186115e+17,2.6059326677673702e+17,,,2304.4297766545506,,,,,1.046353057697073e+17
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,3.7537113660973495e-18,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0469808587259261e-09,,1.6125021935233933e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.112911101219139e-15,620154.1951486918,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,2.941123932789874e-11,,3.8373976901588514e-18,,,,955127299.2869256,898544366126413.5,1710232095.8677783,,,,,5.804401091433655e+29
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,1.0778220712369295e-18,,0.00043394683150282286,,,5.847159589719875e-10,,,,,2.279319746684411e+22,3.42867968437366,,9.724048767156237e+21
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.29165745769648255,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,4.3872738849151805e-23,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.787831195754752e+16,2.665298772498993e-117,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.6400331702235293e-17,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,3.751924588410765e+116,,,,,,8.304763491905098e-80,,,3.3779997291818253e-40,1.7947210280203622e-66,,,,,,,2.3915772086220137e-38,,5.037748768041676e+16
"$S_{x,y}$",,,,1.985013636137973e-17,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.813747577883273e-66,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.2041282102431093e+79,,5.513446370343585e+65,13670.10130426768,,3.9083371689932086e+37,,78.04648981100786,6.244742146207323e-12,,,,,,,9.309177387248142e+18,,
"$S_{x,y,z}HF_{z}$",,,,,,,,7.315234742904276e-05,0.0006895906912125051,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1450.1355844025434,2.5586328833998754e-38,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,2.9603317944676296e+39,,,,0.012812876048897687,,45904439849.91632,,5.3792253008759935e-15,,,,,,,3.1388774782438504e+16,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,2.1784385198239662e-11,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,5.571896603356978e+65,,,,160134714386.46017,,,185900374880589.7,,3694438964384219.5,,,,,,4.835228031290315e+32,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,2.706770932313068e-16,,985797983097.5851,6.4317896074744916e+32,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.5547772253586827e-33,5137142.167755899,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0144066199626308e-12,,1.9466076027186113e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,9.68028618294472e-35,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,4.1813410681237555e+37,,,,1.074208770981006e-19,,,3.18585228933333e-17,2.0681547871758655e-33,,,,1.0330273104547848e+34,,2247824766.2269416,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,4.448745360513745e-10,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.1541035733658026e-39,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.642302312499732e+38,,,1.5739350381614234e-135,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,8.509747545528316e-10,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,6.353502373059437e+134,1175122992.3682964,,,,1091540.9995344742,,2.712240186513483e-09,,,,,,7.42291805331012e+44,,4.114501799938983e+47,,,
"$S_{x,y,z}$",,,,,,,,6.543414865716163e-87,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,9.161359952823438e-07,1.5282540088348075e+86,1.1198987167719492e+23,,2.798408836645113e+22,0.3871481824922775,,,,,,1463566.4586075498,,9.396822497855216e+48,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6.269249018367947e-10,3.5734592705147945e-23,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,8.929378925287538e-24,1595087381.3915381,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,8.075791613103458e-84,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,368698909.8430383,,,2.582990299896209,,,1.2382687022005864e+83,1.202469739387445e+37,,,,2.226923205817251e+39,,1.7846427530373972e+35,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,8.316217591549655e-38,,,,,,,,,,,
