ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,y}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,z}$","$S_{x,y,z}HF_{x,z}$"
"$S_{x,y,z}HF_{x}$",,,,,,,,6.371740827229293e-148,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,2.0930316502371153e+53,5.953606744152733e+21,1.5694298106516724e+147,,1335171.8351008906,,,2.7344768881784087e-06,1.2076006221176252,,,,,1.262519913004341e+21,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,7.489672667671546e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1041.7033437756434,,3.352847438199764e-18,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.0009599661995664812,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,2.832095396262802e+71,,,365700.6589900846,,,2.98253952329226e+17,,66.57725024195084,,,,,4748504.579931129,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.09155723485659918,,2.966098010979703e+16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,2.2069349420361895e+60,,,0.8280883445111342,,,,0.015020145715929438,,10.922129764690277,293714287430158.06,,,85712202363.26733,543717571.6339724,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,3.404669240810387e-15,3.3714327587903936e-17,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,1.8391901460804623e-09,,,9.113598559351441e+21,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.0972614094066086e-22,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,2.849165190094287e+27,,,7.920667149085685e-22,,,,2.1059261566817396e-07,1.1666950240781099e-11,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.140655955231477e-33,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.4004315657686428e+32,,,,,,,,,,,,,,,,,,2.437384961506457e-114,
"$S_{x,z}$",,,4.1027577333616485e+113,3.09810317848944e+29,,,,,7.424224215338638e-82,,,7.792814330690438e-88,,1.0208739200365856e-45,,,,6.74125742409746e-46,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,3.227781459775577e-30,
"$S_{x,y,z}$",,,,,,,,,4.124932046443102e-68,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,33282581463.62064,2.0977296084778186e-63,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,2.424282360874993e+67,4.767058614030017e+62,69746042247.8059,,,,929.5776939109095,,1.2764939735283152e+29,,,,1.288239273900499e+19,,1.3469420790578688e+81,
"$S_{x,y,z}HF_{y}$",,,,,,,3.004574633410107e-11,,1.4337731113788876e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,4.4205966874974844e-41
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.2621380566751125e+40,3.0104055469477536e-09,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,0.0010757573106050023,,,,,25285370234681.74,,,,6.08540617927781e+17,,1.2832334475899168e+87,332181157.78915524
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,9.790588473526862e-08,12435.002404268127,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,8.041815895884065e-05,4.179361905852549e-09,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,7.833957862221102e-30,,,3.954856071786472e-14,10213890.643079702,,239270975.45672104,,,122.42075573064344,18512.738668287086,9.795528912759005e+44,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,9.084258462910246e-05,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,5.401685930526487e-05,,,11008.0531513151,4.464142597222637e-07,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,7.762533096605763e-20,,,1.6432756837254793e-18,,0.008168549475386776,,,,,2240071.8127197577,1.4834027794657063e+45,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.0495072149754478e-45,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.879221662130034e+44,,,,,,,,,,,,,,,,,,3.822694506838752e-55,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,6.75807182371651e-39,
"$S_{x,z}$",,,2.6159558348463703e+54,1.479712003785813e+38,,,,,9.97385925740125e-58,,,0.0011945625322202392,,,,,,5.2113573490274946e-27,1.333931288439657e-29,,
"$S_{x,y,z}$",,,,,,,,,1.16616366321342e-43,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.5149140758703502e-26,9.021415335016356e-27,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.976278989388234e+25,,3.611064095566356e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,8.575125701005397e+42,1.1084735186933802e+26,2.7692668242244557e+17,,,,7.941530099202175e+17,,,,,,3303950.2885239995,2.2824876336467434e+22,1.0026209255539025e+57,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.0035548330183944312
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,281.3071654352018,1.5259695698880814e-06,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,1.259203185668795e-18,,,,,,,,,0.0009355200512878291,7.277218429394152e-12,837.1265404929275,655321.0625775078
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.6720851711839465e-08,807936922.8705788,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.733551431950598e-15,,1.237720385951698e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,174411969940207.25,59805565.96240454,,,,3.257854442451107e-11,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,2.0546312531066945e-12,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,4.381184744481153e-23,,,137415141472.2964,30695048464.093792,,,486705338725.8445,,4.512106649988361e+17,,7.4966380102661256e+28,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,3.0266799215273245e-07,,,1068.924176048828,,,,,,,2.216259671084192e-18,1.918885873728488e+26,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,0.3161099968934674,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.1634557901596865,,,,,,,,,,,,,,,,,,2.1402536669475674e-137,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,7.290846351619131e-59,
"$S_{x,z}$",,,4.672343355571498e+136,1.3715828749812055e+58,,,,,7.213180950541686e-41,,,5.130511535073726e-33,,3.4129239005140847e-09,,,,1.0486952811875475e-07,,,
"$S_{x,y,z}$",,,,,,,,,2.484389715718333e-74,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,6.663468708237996e+48,,1.6003215696390188e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,4.025133390599556e+73,4.103912524552545e+57,62487441210.0543,,,,27692284277.2314,,2300926744049.684,,,,5.67793300316685e+35,,1.386350913496636e+40,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.5007198859712623e-49,2.4366991109515215e-58,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,7.219858402361998e-05,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,2.802431309885876e-13,,,,,,,,,13850.687150219554
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,3.611114164468549e-11,,3568330101338.766,,,1.1356000258547772e-11,,,,9.289489249830504e+24,,1.9491233830461116e+32,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,15976977.289293503,5.011751917044827e-12,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,4.3460749134497734e-13,,,88059173761.22726,397388910170.0291,,199531025587.8844,,,5.045572359270994e+27,4.4089548505281355e+27,293003896.1165736,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2.5164265393619925e-12,6.259006205573819e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.01203215853633878,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,2.2681112279483037e-28,,,83.11060704360418,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,1.7612042964266274e-36,,,1.0764854483450165e-25,,1.981935702819817e-28,,,,,,9535658.43137575,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.612902022277143e-74,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.0402685866167977e+73,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,0.0022853359636284543,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1e+160,,,,,,2.6337147398105693e-43,,1.184312616130484e-53,,,,,,6.925088335404266e-29,2836.9517024976853,,437.5724251992641,
"$S_{x,y,z}$",,,,,,,,,1.3566606246891133e-27,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.8182691684530684e+108,,1.3048123639752016e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.618987703282164e-109,2.754238022444729e-87,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3.796918416729996e+42,,7.371040198274759e+26,3.6307682627675566e+86,766393.7188282233,,,0.0023625276007575584,,,,,,160513.59010903002,4.011485846994456e+24,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,2.6995800886389993e-11,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,8.443716518593794e+52,,,,,423.27547821212505,,,4690787.478357075,,,,,195504997908053.66,1.48427420899687e+19,,,37042798033.97694
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,2.131838213975631e-07,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.465645690335841e+16,,6.498356699505887e+21,,2.1530534638207496e-08,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,4.0557327596561204e-17,4.660860448966388,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.2145526584521028,1.5388505836806966e-22,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,1.8157733948795065e-23,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,1.4440249012962563e+28,,,,,6.230002078457922e-06,,5.1149587514397035e-15,,,46445665.04286556,,,,20.30882007946682,5.507295143876471e+22,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,0.0003524910202452824,,,,,2.492841899839269e-25,,6.737299576712572e-20,,,,,,0.0492396897548493,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.0825082572746708e-12,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,923780482300.9904,,4.579253210864642e-75,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.1837621855620925e+74,,,,,,7.353602113001078e-61,,,2.501815834691555e-07,,,,,5.698862907898233e-23,,,34552.270643168726,3.2829949879909632
"$S_{x,z}$",,,,2.89416579977417e-05,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.2400118518274133e-47,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.1162828455635294e-57,3.8424000656632826e-57,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.359877764166778e+60,,3.086408463092459e+46,2.6025400346420672e+56,54.62479157933278,,,,4944124.901358673,,,,,6825550120.489588,,,,9.18678133392309e+27
"$S_{x,y,z}HF_{y}$",,,,,,,3.2089513357994505e+56,,0.01830670600450124,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.0002902284821419331
"$S_{x,y,z}HF_{x,z}$",,,,0.3045999167400351,,,,,1.0885205205738401e-28,,3445.5612096367604,0.006920322724378169,,,,,3.3353415723754225e-06,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,3997096.7732054843,,,,,2.0226026242281914e-07,,,,,5215672413422797.0,,,100337107.69768281,,,,144.50193146011927
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,0.05656098159268276,0.0014935968256248448,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,669.5247223638487,3.4960024632959042e-15,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,1.9172983284503247e-16,17.680032627463614,,286040988385699.3,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,2.8326638736445936e-22,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,1.7547360169237773e+22,,,,,1.4650833740098173e-10,,,9.966402490024077e-09,,,,,,1.654808012764585e+19,3.530245890817144e+21,,299819.3673122967
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,6.042997086588686e-20,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.2635029778415776e-70,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7.914504496920809e+69,,,,,,,,,,,,,,,,,,2.3122761651238437e-74,
"$S_{x,z}$",,,4.324742931156066e+73,3594090250756.959,,,,,2.9720345412636805e-39,,,,,,,1.8015974255158845e-23,,2.7105350139435165e-25,,,3.774582910647664e-27
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,,2.7823452674550614e-13,
"$S_{x,y,z}$",,,,,,,,,1.7242323766384475e-52,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,5.799682302391245e+51,9.805085752773206e+25,347024098959.0151,,,,,,,,17868528.573378026,,6.127057393728839,,3.3646984451762447e+38,4.0797873245759516e-14
"$S_{x,y,z}HF_{x}$",,,,,,,,3.680863865564031e-19,1.0198788926625823e-26,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.716753557107624e+18,,2.881644251796196e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.2435138799785004e-25
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,24511081594282.34,,8.041727688775693e+24,995434507.2172658,,,,64662.153249636816,,1962568323193.8203,,2.649299336303132e+26,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,1.00458643210541e-09
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,50968613.60749995,26.493775421206518,,5.935511814449692e-16,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.5943057308946866e+21,,0.03774471490384741,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,3.85459580993615e-22,1.9619917616375023e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.0005202882849404684,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,5.5964317145278574e-08,,,,,,1684774676996771.5,,1922.011371281251,3.8793907141946346e-07,,5.5506296014696606e+22,1.54649969069135e-05
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,0.16321048355504542,,,,,,,2577724.373935872,,,,3.689308549256167e+24,5.095364009404943e-13
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,,1.3243876554986378e-65,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,6.346549951454057e-123,,,,,,,,,,,,,,,,
"$S_{x,y}$",,7.550659324316154e+64,,1.5756592284771825e+122,,,,4.559400911761335e-18,,5.3207419514302926e-21,,,,3.6408101967002014e-29,,,,1.3596209762209818e-39,,,
"$S_{x,y,z}$",,,,,,,,2.483723961825107e-60,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,2.1932706058386333e+17,4.026212314130001e+59,1.6313619594469957e+31,,2105759367.3238661,2.7651821358134683e+20,,,,0.09252026673231639,,,,2121.5727620695957,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.9432180641623037e+36,4.748880691296005e-10,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,6.129847482400431e-32,3.397641554923723e-37,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1.8794371332576756e+20,,,3.6163983089881255e-21,,,888756739.4671744,632.3465534070587,,3.297862125415401e-06,,,,12425.08100762469,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.1251672764805339e-09,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,0.0015814113236041834,,,,1.6894017148750927e-09,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.3478985759262092e-15,1.274252142338927e+16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,7.847740386486389e-17,0.0002554924990161772,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,2.746641395660604e+28,,,10.808442683085241,,303226.7456827169,,591925526.7678806,741895583139739.9,,3914.0092325633495,,,8.079205292995482e+17,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,4230472065.008997,2.1538868158744889e-16,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,2.363802395177554e-10,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,7.354990967993628e+38,,,0.0004713484344626009,,8.04823726610995e-05,,,,1.2377455006211826e-18,,,,,4642769492945687.0,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,608974.1407049905,1.1917517306157993e-64,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.642105851723574e-06,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,5.638556613078677e-13,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,8.391009421763393e+63,,,1773503519820.1113,,,,1.4946967918029934e-79,,2.0043092634405785e-50,,2.560574188692964e-38,,,,,3.672687143800197e-33,,,
"$S_{x,y,z}$",,,,,,,,,8.666638174129355e-51,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.2103881808958517e+66,,1.2049363937867765e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,8.261812332468945e-67,9.064699309538585e-73,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,6.690320106954533e+78,,1.1538499472437701e+50,1.1031805533226258e+72,8.299193261623387e+18,,,4.401123169497158,,2.490624200207045e+27,,,,,664157675307034.9,,,
"$S_{x,y,z}HF_{y,z}$",,,,4.989250003681614e+49,,,,,0.22721472712481555,,,107163569771757.83,6.602570746722099e+23,,,,,45200.42699446111,,,6.100772620785926e+27
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.6391366506479895e-28,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,9.3315293819518e-15,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.31824471439617247,1069131318525.2028,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.00016704929724330303,,9.353387957799562e-13,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,3.9053740540532684e+37,,,,,4.0150577510524076e-28,,1.5145615826933144e-24,,,5986.256850536315,3.1422360050735443,,,0.00010268233039538132,13848815.65104621,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,7.22083407850443e-08,,,1.4861304090464255e+21,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,6.728884584507286e-22,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.7228020270882144e+32,,,,,1.5056665565713862e-15,,2.2123684807724065e-05,,9738.773907345798,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.0241279310069071e+113,1.6634208200073863e-61,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.76440510724881e-114,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,6.0117078491031484e+60,,,4.825825352150396e+78,,,1.5998496917476498e-67,,,,3.52428552033212e-44,,,,6.737417572448453e-46,,3.043700029645875e-29,,,
"$S_{x,y}$",,,,2.0721843975443458e-79,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,2.9509093836332087e-32,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,9.34948642506991e+34,0.037027036892760545,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,6.250587196773568e+66,,3.388785862237435e+31,5.183913278938585e+49,,27.007292074065965,,,0.002343131306618153,,,,8.492798074465987e+25,,13955269.536617918,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.9290446158944074e-50,1.0695774661146938e-35,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,153717.21799962095,,5.895342598787834e-09,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,6.505452108835758e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.837454554209224e+43,,,,426.77932609901507,,,169625426.0448942,,,,,1487723532114405.2,,17267811.038747266,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,52.86958069029236,218484.54451001348,2.8669718804600257e-11,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.018914468148668612,,161.5665686029036,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,4.576982789527103e-06,0.006189399259061991,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,1.4842482141664092e+45,,,,1.1774682398331698e-26,,,,6.721678984123916e-16,34880007258.374054,,,,,5.597331864905051e-08,4615926657.757945,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.1664122377666232e-10,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3.28547488339824e+28,,,,7.165751957538697e-08,,,,5.7911219769321e-08,,,,17865654.996623345,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.495034323419258e-06,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,222467.7117124493,,2.1378567311583665e-91,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,0.21394999428741898,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,4.6775819231729555e+90,,,,,57.98296169627154,,,,3.6064849116445097e-29,,,7.597961620584636e-16,,,7.749743090316653e-17,,4.673989374622776,
"$S_{x,y,z}$",,,,,,,,2.3307088919041527e-45,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.6124730788423237e-52,7.457977212050437e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.3408461457675438e+16,3.9157273441971616e-41,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,0.017246445692757753,,4.2905401162434135e+44,6.201653926017486e+51,,2.553803960538599e+40,,,2.1311577766269016e-16,,,2.7983069696647227e-15,,,1.4051329465934488e-05,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.8847211325009728e-14,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,53058247331955.56,1.913416434280579e-16,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.7727829853695776e+28,,,,4692285155830902.0,,5226253846701111.0,,,,,655.4193797042943,,,1.219586252286296e+18,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1605.104777344128,,4.439004989813047e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,0.0006230122881165682,1.104334364972868e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1316142473384925.5,,,,357358935542305.56,,,,0.0015257406646278452,9055228486.207333,2252757.0982570937,,,2190555922.7051926,573737424713.5194,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,0.00046440818852197264,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,4.565051225741207e-10,2153.2781391788203,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.2903653557877364e+16,,,,71167.64306355226,,,,8.199502069864686e-19,,,1.7429575916183672e-12,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,148157989628.22485,1.2989751724445204e-95,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.749551627349396e-12,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,7.698376544935159e+94,,,2.278172486297595e+121,,,,7.769243134449215e-25,,,,,1.6606203107180664e-20,,,,3.3483565048967986e-34,,,2.8084184406823184e-27
"$S_{x,y}$",,,,4.389483263513399e-122,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,4.4434621621725824e-32,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.9894125254256226e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.5066347328753925e+159,,2.361422382387709e-20,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.2871266643284078e+24,,2.2504973903301134e+31,1e+160,4.234735841661958e+19,,,,,,1190150681179508.5,,,,7.052759947557194e+17,,,3150.8836622545086
