ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,88391.60540141349,,,3.592797989309246e+77,,7.83302077297507e+43,,,18139.95596246268,,,,1.1463818143913345e+18,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.2766466845717156e-44,,,,3.2076894109548857e-26,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,0.0006350756765265427,,,,5.512692544950588e-05,3.1175088105001835e+25,6.66907934426398e+20,1.3810035768430898e+23,,5.599457164847617e+18,,,4.043140062528832e+20,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.05129998935947883,,7.241110861464628e-24,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,19.49318143114249,1.4994573439287264e-21,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,1.526410443420744e-05,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,1.785887400439135e-19,,65513.17860214332,8.342696853196323e+17,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.1986531664720284e-18,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,7.797479457426337e-58,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.282465706334882e+57,,,,,,,,,,,,,,,,,7.11090313382333e-69,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,4.6598734831025774e-17,,
"$\hat{S}_{x,z}$",,,1.4062911295239772e+68,2.1459810091972556e+16,,1.4571083799059469e+78,2.636968689749357e-54,,,,,,,5.664242954944629e-13,,,,,,,6.961652566023193e-14
"$\hat{S}_{x,y,z}$",,,,,,,1.973783082539668e-83,,,,,,,,,,,,6.862907480255846e-79,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,5.066412863936899e+82,,5.180870886314327e+33,9.830890837197522e+107,2.468795407427246e+24,,,,2318088.15559611,,,,,3.7922331193665015e+53,,124384816004266.78
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.0172018147289982e-108,6.153069141717642e-74,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.9301774198650226e-34,,1.6252052056753713e+73,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.8198493420076108e-39,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,4.050558409949851e-25,,,,5.494960362470587e+38,5.388735750330493e+24,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.8557228380305523e-25,,,,2.3738368787544243e-52,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,7489598347.117306,4.263219888879079e-07,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.514517641710919e-25,1.335185084237385e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,4.313899786709553e-07,,,,,4.212589369344999e+51,3.976905882114168e+24,,2345644.9023625855,,,,1765460994442.4172,,946.9730454813301
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,8.039566501153138e-15,,,,,,,0.001055996265967335,,,6.302089560418536e+26,248915349.12787366,14364405441325.33,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,,,1.5867752916123071e-27
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,,4.0174300359688805e-09
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,8.249253734144296e-70,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.2122308662429949e+69,,,,,,,,,,,,,,,,,4.132952304138914e-53,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,7.003957024053243e-80,,
"$\hat{S}_{x,z}$",,,2.41957788624504e+52,1.4277643288868903e+79,,3.7442017642187974e+17,,2.3471994089717776e-58,,,,,,,,,8.757625868615605e-43,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,1.5615460203965388e-38,,,,,,,,,,,2.670796241688763e-18,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,5524.48460686486,1.4498739896889235e-29,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,4.042791931142617e-18,0.00018101236063856082,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,6.403909887625727e+37,2.4735381316479706e+17,,6.897151111832512e+28,,,,,,,,240.74212841129875,,4.260396437463588e+57,386293159792555.6,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.2135521209722854e-13,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,2.58870750011989e-15,,8240272360109.349,,6.016455924175366e+37,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,469130737816.9499,,,,,1.6621080792461106e-38,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.4429266107079675e-13,,2.0095461591856812e-32,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.131601959516432e-12,597.4107015955053,4.976247972354241e+31,,,3.981468614351319e-36,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,6930359399979.138,0.0016738903359603352,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,0.00415382221050874,,,,,,,2.5116360239421985e+35,2.1967159321487034e+41,,1.109036018166646e+56,1.1418619783515356e+42,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,4.552249953510632e-42,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,9.016839702403046e-57,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,3.8423523498378046e-128,,
"$\hat{S}_{x,z}$",,,2.6025723539961465e+127,3.8665399571109026e+20,,7.435318275458871e-28,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,2.5862916485860006e-21,,
"$\hat{S}_{x,y,z}$",,,,,,,1.5084863769879593,,,,2.073854165234496e-56,8.130688426689166e-19,,,,,,,1.3449323390776906e+27,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.743494093927344e-24,,515.3744320690897,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.7624668438836345e-14,0.001940336845941831,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,0.662916162356554,,1.7411004236207195e+23,56738656018996.53,,0.202732698922343,15.552853352377118,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,0.14732788460002477,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,4.8219398295392065e+55,4.932603400022072,,,6.78758133746958,,5219.079256478515,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,1.2299081547848737e+18,0.0642968834941891,,,,0.00019160467792449907,,726458751617.734,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.215242454926745e-45,,2.3149072329169908e-38,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,9.941372421474815e-24,4.319827532526693e+37,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,1.3765406470403493e-12,,4.514178562152325e+44,1.005897332484853e+23,8.890534224141676e+28,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,4.692030714786369e-15,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,1.124791800794787e-29,,,,,710695.0823117358,,,213127334577887.7
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.4070731948041888e-06,,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,9.499988160694805e-90,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.052632890783374e+89,,,,,,,,,,,,,,,,,6.653608162790615e-33,,
"$\hat{S}_{x,z}$",,,1.5029439298700546e+32,259129600844525.56,,3.7560265155160584e-13,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,3.859072822020002e-15,,
"$\hat{S}_{x,y,z}$",,,,,,,,,1.450284047201887e-41,,,,,,,,,,2662388020609.075,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,6.895200991346179e+40,1.4375548359686943,1614.3137699582744,,,,,,,,,,,,6.011509074535422e-27,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1425403509137778.5,,0.0006194582605993921,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,7.015557304225359e-16,0.6956256380482011,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,1.663475822129207e+26,,26452506214.677364,6.710833666274732e+71,,90883.51844951953,,,76283031054205.28,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,3.7803601363304574e-11,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,2.208746475354019e-44,,,,,,1.4901278287159702e-72,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4.918615009938689e-29,1.3311602789903905e-46,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,4.527454876140638e+43,2.0330926449404403e+28,,129.5802189818062,,0.005226495006712283,,,1.1003095138261416e-05,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,7.512243384834493e+45,0.007717227273249211,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,191.33281457568026,,,,4.824563162940596e+35,,1.3109075323572538e-14,88376241405.24529
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,1.1315258310370374e-11,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.0727265168407387e-36,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.1576183228005906e-43,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,8.638425811892218e+42,,,,,,,,,,,,,,,,,1.6194292491194527e-124,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,3.932180667483182e-13,,
"$\hat{S}_{x,z}$",,,6.17501505881618e+123,2543118143755.222,,2.6338441975913394e+23,,1.4557581409903895e-29,,,,1.5453089123399298e-19,,,,,,1.755549499729953e-13,,,
"$\hat{S}_{x,y,z}$",,,,,,,,3.4670178104655204e-56,,,,,,,,,,,3.796731791935543e-24,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,2.8843232272456336e+55,3635189.329306765,,9370257924718.875,,,1.4973170865934355e+24,,,,,,1.2801554469178355e+50,6.869272936503549e+28,14071750125.698072,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,2.7508883565926985e-07,1178.5520929832335,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,0.000848498768916298,1.067206482504591e-13,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,7.106436591520928e-11,,563050.3450247269,,3.628716901540726e-05,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.7760401158373928e-06,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,6.678612091945817e-25,,,,,,6.24024989873515e+23,,,,1.8974147523682473e+38,6.471198036939974e+18,27557.9502929922,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,6.8074362023121406e-40,8.113335242605126e-08,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.6024999258486303e-24,1.4689818167673034e+39,,1.0204843372021266e+23,,0.0005434751365118156,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,12325387.403552035,9.79926848011907e-24,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,1840.0105778864074,,,,5.497130576332565e-16,,,2099667231.5656116
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,4.762659458443577e-10,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,7.811551342515853e-51,,,,5.270329002933364e-39,,,,,1819130883129129.5,,5696222180883.106,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,9.229669460642321e+20,4.4300339600135495e-113,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.0834624189568832e-21,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.2573190386940993e+112,,,2.6185348675650788e+36,3.3615643812495213e+39,,7.891775491022498e-70,,,,,,7.114603008414302e-80,,,,,,1.4553491105914482e-26,
"$\hat{S}_{x,y}$",,,,3.818929479941885e-37,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.974805437545396e-40,,,,1.7193594383443818e-82,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,1.2671419772870845e+69,,5.816119525088525e+81,731108246609.9489,,40762.18617076796,,,,,202752.04180986306,,,,,,0.009427583994124718,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,56354.36249849536,2.4532540914528675e-05,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.367786514017406e-12,1.7744855156984513e-05,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,1.0910234948307041e-13,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,6.8712035670506844e+25,,,,106.07171472810013,,9165705456738.781,,5.901400779799222e+48,,18867.600139320348,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,1.0505371831369732e-32,,,,,,1.6945129424577433e-49,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.0381541860216148e-21,2.4309788376614084e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,411356933473.75903,8.003237801676957e-36,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,1.405559802588169e+79,,,,4.9321328213196526e-06,,,,9.51893960586844e+31,9.632480545420442e+20,,1.2494942981582593e+35,,6.842788895924862e+16,,,5.300091122431547e-05,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,0.012435628086812582,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,1.4613924456964288e-17,,,,6342365959.129789,,,80.41411282317574
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.576698674349605e-10,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.426447170551507e-34,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.842826380816616e+33,,3.67294276077741e-103,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,0.0024307272756764393,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.7226125347740007e+102,,,2.902352418376391e+58,1.0615352259227933e-40,,,,,,,,1.436439611091794e-48,,,4.626599711672787e-36,411.3995058214473,,
"$\hat{S}_{x,y,z}$",,,,3.4454809611281163e-59,,,6.650151288110631e-89,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,9.420318568615557e+39,,1.5037251886101214e+88,,1566865.271046673,4.981889996332124e+19,76713232.77410826,,,,,5022416.999915878,,,1.026127048316206,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.382169663713305e-07,,338.57667349321054,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.0072703346244937e-20,0.002953540743615502,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,1.3035560669755966e-08,,,,5.111217057286945e+22,1.1443325037718892e+32,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.9564811840153078e-23,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,8.738718831317402e-33,,,,,2.1583861349659693e-39,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.150415125536649e-19,7.017791857063962e-47,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.1741848618431124e+18,,2.0555790719490459e-29,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,6.961657087971352e+47,,,1.9910732223484215e-07,,,,,4.633091288903071e+38,1.424949642804554e+46,4.864809209464399e+28,,,1180082041.4916801,24146710589869.7,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,2.0162832724510577e-36,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,8.473987102930168e-10,4.959620573474125e+35,,0.19687619157956718,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,2.16141456430092e+35,,,0.9745381935316115,,,,,,,,4.141350832355324e-14,,5.079334336858358,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.7777789216398523e-06,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,562499.6380751233,,4.998989970783535e-149,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,0.00837068087415989,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,2.000404093315797e+148,,,1.9622582878986984e+71,,6.112333664019206e-35,,,,,,,2.235656721665873e+31,,,3631175.8625797504,119.46459493957991,,
"$\hat{S}_{x,y,z}$",,,,5.096169072986099e-72,,,,4.579232134422956e-52,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.3484510677891914e-32,8.662322769122127e+29,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,1.6360363405659423e+34,,2.183772236578291e+51,7.415916112102733e+31,,3.0476488997704427e+76,3.7039931802454714e+43,,,,,6.946980892187226e+32,,,2.03195438720711e+51,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,1.154424773415992e-30,3.2812178596928365e-77,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,6.375373056683186e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,2.6997889880934606e-44,,,,1.7759141999962984e+16,,,,,,,,1568535.6623197421,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,5.630902664115667e-17,,,,,0.10442631607371251,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.1276703372208608e+16,,0.0003219067553460064,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,8.867839890729911e-17,2.530813455389073e-16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,4.472958617970928e-32,,,,1.439474234231202e-33,,,,9.576130209305855,3951298733103446.5,3106.4896383585824,,,7.576183957260931e+16,583068477.1518492,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,0.0002013316854631783,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.3199257114679891e-17,4966.928070459583,,0.2259579866353723,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,2.7539288589827623e-07,,,,4.921370313703176e-52,,,,,,,1.715064420708803e-09,,4.425601479684349,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e+160,1.0289698621325624e-113,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,2.160458676926627e-10,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,9.718457622534039e+112,,,4628646734.509894,178791979524.8404,,,1.4326645532561913e-58,,,3.8410465813523234e-66,,,,,4.711048014806e-31,,,,
"$\hat{S}_{x,y,z}$",,,,5.593092054003829e-12,,,,,1.0014157353650652e-50,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,6.980000989953846e+57,,9.985862661080025e+49,8.569678774137333e+59,10045503.717902606,,,172487.09495609478,4.332792650578288e-43,,,,,1.2227028344158115e+26,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.050590434317354e+30,,9.954702403004927e-08,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,,1.6527312678912517e-31,1.166904882150224e-60,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,5.797535173599753e-06,,,9.213839239093788e-05,,,,,,,,403954.02527202264,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,2.4755292370873146e-06,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,2.6034571016525614e+65,,,,,2.3079802811854664e+42,,10853.239068433686,,,1.2049912345134456e+33,,,1.2969721083634114e+41,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,417358369.54248506,0.00028439953059295647,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.441776576745826e-23,2.396022394605902e-09,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,8.29881555448644e-34,6.935887405363863e+22,,3516.180205765664,,0.16486621582023178,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,6.475507423756391e-23,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,2.1226699385299723e+30,,,,,8.178602125166289e-27,,,7.710266038502967e-42,,6.06552406765003,,,,2396686.162933332,,,1.5442805243823006e+22
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,4.172427810807271e-07,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.9690574861809954e+40,3.0643307970822596e-138,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,5.078571890450537e-41,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,1.3906820678794041e-74,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,3.2633552518290855e+137,,,7.19071614639326e+73,1699627278.3680027,,,,3.551259450507586e-30,,,,,6.891016771844349e-23,,2.491393251713002e-26,,,,
"$\hat{S}_{x,y,z}$",,,,5.883642918229749e-10,,,,3.058117664157993e-27,,,,,,,,,,,,,
