ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x}$",,,,,,,1.6465037999471193e-23,4.776791734531969e-08,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,1.5057934558174533e-08,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,66410170.407941364,4.796061727601509e-16,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,4.345194845234786e+34,,,3.422764872840807e+32,,,,,,5.603175610146984e+21,,,5182506960.779667,,,2085044056553659.0,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,6.489840533187407e+34,,,158.43943055702331,,,,,1.7847022288379924e-22,,119.84631945994347,1917.2541807819966,18969.247388201184,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.008344019278241018,,0.00011150603464723269,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.0005215792512144252,8968.124489079548,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.3895263901630019,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1.2456630541136043e+34,,,415296554.5278756,,,,,1.9295680788618912e-10,5.271690434181364e-05,,,,2.5672201556909617,49261619761.86966,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.0299779114734622e-11,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,2.6796582696623895e-113,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.7318191327657245e+112,,1934864726423709.5,,8.893322093721459e-49,,,,,7.214697282604807e-78,,,,1.122094319423221e-70,,5.257893190392249e-52,,,
"$S_{y,z}$",,,,5.168319967506676e-16,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,6.066371994798053e-19,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.4393194996707103e-14,,216916892362.59662,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.124439202203172e+48,,1.6484317164484892e+18,,29075519157081.586,275761812.6374708,,,5.28513795789651e-34,,,,4.96597009246957e-31,,5.9406096950342106e-18,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.6263179097776174e-09,4.610060512615161e-12,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,2.118518219247382e-06,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,472028.03870870493,1.9369641720314987e-23,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.3860595404481867e+77,,,1.8920981968046885e+33,,,,,,,,,0.001908645627167011,,95.84048121540708,5.162718105163476e+22,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.3137874055713004e+16,4243576188407.3555,,1.1063071192941672e-12,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.06638496999459514,,2.3565029955908656e-13,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,15.063650704088845,4.321918243621387e-17,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,4.661989263508103e-14,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,8.91190680400218e+69,,,2.0137052406264117e+30,,,,,523.9317271715299,,,903908130536.1282,,,286250.92919496575,,21450070849101.645,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.9019024612886783e+51,,,1.683328902815995e+17,,,,,0.010434004371831581,,,,3.493438441623011e-06,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,3.6947726294543815e-76,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,2.7065264910433016e+75,,,,1.357960562851168e+21,,,3.883447730001171e-103,,,,,6.61051897404421e-30,5.021512278920298e-32,,,
"$S_{x,y,z}$",,,,,,,,,3.975951429553952e-56,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,7.363984104961077e-22,,2.515121267746941e+55,116.52442099711813,10383843119682.914,,,,9.755356112289652e-49,,,,,1.6780202234633132e-17,7.149220191294403e-24,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.6924433457177788e+16,,9.6303458023597e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.71409857737753e-17,0.008581892031239803,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1448545.3053824422,2.9166245288040396e-62,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,6.903477552854184e-07,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.5750314399099647e+102,,,,,1.0250779043731832e+48,3.4286209627745586e+61,,,,,,,1.919631272083752e+39,6.63586816283494e+40,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,672.7796249015557,8.729597535806841e-12,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,3.637483619741417e-17,0.0014863708159210747,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.7491532733584884e+16,,114552818259.74513,,8.65842390176642e-09,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.1404840202751313e-09,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,1.5127405335745008e+29,,,,,5.959403742680001e+16,,,5.209333763949907e-40,,115494460.8101237,,,,2.937854641849717e-11,,876820702.6335706,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.9914319520792156e+31,,,,,1.398753952518764e+23,,,1.5069618254332307e-41,,,,,34038443759.436146,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,5.081735445288424e-158,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,8.84739869656515e-131,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.967831680272059e+157,,1.1302757276986203e+130,,,,6.579226593909747e-25,,,9.199931828906361e-43,1.748981499889379e-21,,,,,4.068094687858845e-19,,,
"$S_{x,y,z}$",,,,,,,,,3.4462090499972395e-114,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.5199354904810228e+24,,2.901739231405016e+113,239098884802175.94,9.895444029361882e+20,,,,5.264252248165869e-13,28454967.53020293,,,,,0.7083010031375876,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,11876.355643258812,4.182369988163573e-15,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,8.420091398724778e-05,,1.0105660716515477e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.544815125573677e-12,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,220030952276.36423,3.655541213202146e-19,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.0869645760395538e+42,,,,,1899605020539.0754,2.7355730428874844e+18,,,93404958.34587854,,,,,22058.101921285735,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.17041576161824842,815.5522832515769,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.6821622842114072,,0.0012261629579565848,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,5.71761336562593e+20,,,,,3.514324867665271e-08,,,1.0706069760204808e-08,,1.4659268375647876,5.868001823916493,685918314.930958,,9.398654691517355e-07,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.010625681642010111,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,1.4578995461006989e-09,,,,94.11160937161536,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.4581532061790054e+18,,,,,1.411829145476658,,,4.533481636672533e-05,1063982.0621376145,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.017596869810636e-41,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.313895272110198e+40,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,1.109005206338698e-111,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,9.01709021999481e+110,,,99426.13007408366,,,,1.8430659516127087e-68,,,7.10945826208307e-41,7.748292607790769e-11,,1.959367104292433e-07,,,
"$S_{x,y,z}$",,,,,,,,2.1471094082077363e-16,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.815760944438102e-37,3.8359205709344224e-50,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,5.380005139203309e-17,2.6207092492458463e+36,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.0057718220098553e-05,,4657424517713484.0,1.858734283938033e+16,,2.606936148723231e+49,,,2.1585709166774175e-64,,,1.0966688379628473e-17,2.0627680075287077e-12,,2.912858706887779e-27,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,104707024813210.4,,8.76763831125413e-44,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,,,,,,,,9.55045759139777e-15,,
"$S_{x,y,z}HF_{x,y,z}$",,,,5.425741814203588e+67,,,,4.632694679029823e+63,,,,,,,4.3518359845230617e+40,6.313816230329584e+34,,6.023541140493187e+43,1.140557998060209e+43,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.4065769333414727e+40,,,,9.118522979622384e+16,,,,2.297880718750467e-41,23829.201847355467,142747687.58232868,,23808566.8123898,,256503384940.95627,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,0.02690218330298391,4.1965316606312547e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,37.171704197297736,,7.0053674209136126e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,12906069125.40342,,,,484785490346.07465,,,,1.5838281690815059e-35,,,4.200168821080014e-08,,,299.90453119243045,,430.4049207780299,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.002323393510911377,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5103688.827934672,,,,3.433053575978088e+26,,,,1.6601530174294175e-44,,,3.8985840293304e-12,0.0033343944355357573,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1161732463484.2854,,,,,1e-160,,,1e-160,,,1e-160,,,1.0058505650757121e-133,,,
"$S_{y,z}$",,,,2.1570250562159013e-83,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,8.607833829492765e-13,,4.636014760784994e+82,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.870142951282076e-75,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.3937158735099675,4.691767358718962e-19,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.5399026741924935,,5.227898179930664e-21,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,1e+160,,,5.34718481982594e+74,2.1313929774067904e+18,1.912814606525605e+20,,,,4.2097877250847074e-36,,,2.3575243473661488e-32,,,0.2813177567641611,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,6.000537447077104e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.6665173891833734e+16,9.396887225754394e-42,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,1e+160,,,,,,2.375416684412225e+35,1.0641821871175204e+41,,,,,1578196825.1604278,,,1.9209165123681082e+28,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,1e+160,,,,,,4.241737741191138e+31,,,6.336345277455158e-10,17817180073242.797,1.198960033659065e+21,,2880461681504452.5,,1.7639377568620025e+32,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,4.2850219594117125e-10,,8.340561586095029e-22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2333710327.4431977,5.612560438235477e-14,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,3.471665693111058e-16,,,,,190272731945.43765,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,5.2556138221989615e-12,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,9.941834649411647e+132,,,,,,3.5546991825273806,,,5.205848320639395e-29,,,5.66913427704486e-33,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.54375162858901e-142,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.0478059770587769e+141,,6.699343565141649e-106,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.4926835596300044e+105,,4.2155439198244886e+63,,,,6.0200398276626595e-24,,,9.280461230745455e-74,,7.920632037978868e-30,,,1.952080500759458e-36,,,,
"$S_{y,z}$",,,,2.372173126455374e-64,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.6630374540383673e-35,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.073860321684935e-10,,5.839529456004032e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.66111857832718e+23,,3.75511053546599e+34,28349804875.475452,171246674502.48572,,,,2.2553425021862782e-51,,1.5756369613365498e-09,,,3.9572751421672845e-15,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,9312198055.9907,3.527361138436157e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,8017.550573373077,1.389331090095951e-52,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.00012472637258080784,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.0775326518116114e+73,,,,,4.433916352086756e+50,7.197708358566547e+51,,,,9.483016996503149e+33,,,1.5764140996886798e+26,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,1.262525509586951e+29,,,,,634663964.1861029,,,1.054516722229591e-34,1685.3946498974249,,4516747.688733556,,8.430797580217598e-11,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,0.0005933328434742932,72.75317900565875,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.013745103838310898,2.213982424775178e-07,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,5.1227395571593974e+35,,,,,252699133639802.75,,,6.343510884592356e-27,,11861273983.690996,,,,254060817480587.34,,2399821.9223747277,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,4.166975852151799e-07,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.936065426839814e-15,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.5789220938621858e-154,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.333434714020056e+153,,1e-160,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,2.403543374689714e-57,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,4.16052404350346e+56,,,,8.178132384161978e-30,,,6.495144295004375e-97,,,,2.6778310329906716e-57,,1.2730099116214674e-39,,,
"$S_{x,y,z}$",,,,,,,,,2.3184507023516004e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,285.6374841220181,,1.877353032726383e-06,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.2227730648340087e+29,,43132252.02441017,2.5288920038259014e+47,532664.8651414015,,,,2.1134537137814298e-52,,,,9.461983161554768e-32,,3.2597855467568066e-06,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,0.003500941072470803,3.954300928972544e-48,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,4.1061889091261565e+28,4.458991186908547e-63,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.4353482563295203e-29,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.53961167694016e+96,,,,,4.731591676123258e+51,2.242659736435379e+62,,,,,,1.3987415778919888e+28,,7.387170541301483e+35,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.7993526971882132e-06,,0.001723085810815093,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.0273277667549774e-08,580.3541493542665,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,555755.4122450066,97339917.44024426,1.9827530153182796e-19,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,8.383477749426897e-09,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,3.7343655655643585e+56,,,,,1.0568608957825313e+31,,,7.14928344024117e-29,5.043492519109728e+18,,,,119282239.41053115,1.2091711263805475e-08,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,7.855398381983317e+38,,,,,306768.6464819473,,,1.3536982724427782e-36,,,,82701280.09038171,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.89014948113139e-52,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.4513473223454595e+51,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,3.356205677020271e+62,,,6.28808124133503e-51,,4.211949258453931e-83,,,,,1.2817630417763551e-77,1.3589788082783194e-72,,1.4401172422827353e-53,,,
"$S_{y,z}$",,,,2.979555176987326e-63,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,5.610279037936273e-92,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,9.099348808862826e-09,5.931761432035145e-24,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.6858398832417427e+23,0.48437210922760726,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.5903102419008965e+50,,1.7824425367046404e+91,109897974.13041176,,2.0645284502334924,8.82604458131904e-13,,,,,5.58773212285158e-20,3.103635891059804e-23,,19481241.97248254,,,
"$S_{x,y,z}HF_{x,y}$",,,,2.3741976425591304e+82,,,,1133010365839.9507,,,,3.690944314366896e+18,,,6.419594632071465e-12,1.1844030695791442e-12,,1.3411510400204714,3.5236625284568624e+31,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.837956222890436e-32,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.7093337499228267e-19,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,7.801754048190775e+76,,,,1.7896348250310744e+19,,155773075608.87555,,,1.6365612121803237e+23,1678.4339992498208,,2.350059136640398e-09,,3196507986631849.0,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.2129997463172238e-25,6.110373339887121e-24,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,8.244024807392498e+24,,0.0005957934601223234,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,0.2860183414457096,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,7.358466474299867e+71,,,,3.2220274384651745e+22,,844307166778.3938,,,,,425521206.85336536,,,34014950.230370484,,3.4962792768652373,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,6.943879085947865e+52,,,,5.133142955734088e-08,,0.7456281732329985,,,,,3.128413894731723e-16,2.939883766483195e-08,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.2995057468461663e-41,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.030756957934837e+40,,1e-160,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1e+160,,2.6677871011390642e+100,,,,0.09463080057213305,,,4.191944720491492e-87,1.800942023448483e-73,,,,,1.3836337398232629e-41,,,
"$S_{y,z}$",,,,3.7484250507584744e-101,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.0429173678628327e-52,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,3.5659890723066726e+18,0.0047016299184444495,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,10.567383916801406,,9.588487360693016e+51,212.69219767319615,8204937.497428269,,,,4.353198921201062e-50,6.9106403886119e-56,,,,,2.1863795045850725e-23,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.8042710724100635e-19,,1.218778327456409e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.729971165813822e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,578044.3164378263,,4.836566066865855e-35,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.3855276409340466e+86,,,,,2.2971612786398854e+49,,2.0675826323365212e+34,,1.1492018092821107e-13,,,,,1.0569384908316452e+29,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.802196353740228e-44,4.709064454100801e-08,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,5.5526495965993304e+72,,,,,1.4470438971877457e+55,,,8701691834480.187,,5.043484699573146e+38,5.548784947459404e+43,195247870.9650956,,3.806489049193365e+19,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.9827560894249066e-39,,21235640.534271486,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,0.0021851390877776697,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,5.121694772173826e-09,,,,457.6367726857241,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,7.227346162632129e+40,,,,,4.573771378220902e+22,,,9.461288510868371e-30,2.6270928067214868e-20,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,2.9211289808931713e-95,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.423333945679583e+94,,2.2490284304929363e+79,,,,1.6711905456247713e-31,,,2.7528301321802094e-40,,,1.3174295636291358e-44,,,,,1.752094923297775e-38,
"$S_{y,z}$",,,,4.4463644231514784e-80,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.5922533521765073e-24,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,5.983758121526184e+30,,6.28040756600113e+23,8047520400.227188,1.361866699008666e+34,,,,4.209725055323046e-18,,,9.408403188927117e-32,,,,,2.366408748041755e-10,
"$S_{x,y,z}HF_{y}$",,,,,,,2.20940864767985e-09,,7.342862563038827e-35,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,452609797.2188724,1.2426187822671056e-10,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,310596.38880665804,3.046268732259027e-32,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,3.2196124489473258e-06,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,3.6326251602310515e+39,,,,,2.3754520470061008e+17,3.2827044751840666e+31,,,,,8768801503.208843,,,,,74.81485262887868,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.968424322653024e-34,,3.940635207139311e-12,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,1.67548409084207e+33,1.0001892480178008e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,7.590538633771741e+43,,,,,1.062879619335313e+31,,,1.140406701684445e-10,999810.7877902349,253766194391.27078,,,,,,1.2874475167694362e+17,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,,,,0.35951369360094776,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,5.707453327459053e+37,,,,,4225812640.47269,,,0.013366329877845647,,,7.767306915230828e-18,2.781535217709893,,78586910849528.9,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,1.2724765348197862e-14,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,4.939348703765775e-152,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,,1.4491433534059197e-07,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.0245584184765024e+151,6900628.551686769,,1.4062273389437548e-72,,,,8.127911787296249e-51,,1.3957838312490556e-119,,,,1.3020103771713574e-63,,4.0914429718427784e-30,,,
"$S_{x,y,z}$",,,,,7.111225705163148e+71,,,,694.7432430913947,2.1715448080074825e-14,,4.947616830345477e-44,,,,9.769342297424762e-47,,5.237360379121291e-29,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,1.0279240967423305e-31,1.89533565963563e-41,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,9.72834475978502e+30,,1.2750379546338612e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,0.0014393806776015644,5.276110302236627e+40,78429037846.7329,,2.6837722083804932e-30,,,,,,,,,,,
