ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y}$"
$\hat{S}_{y}$,1.0000000000000003e+160,,1.3328743671247805e-98,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000003e+160,7.502582573908725e+97,,,1.0155021009014499e-119,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,9.847345457112409e+118,10854951877.08812,,19459577151.900032,,,5.400985894815266e-42,,,5.943520210654961e-102,,,,,,7.69727306934098e-63,4.91518418276024e-63,,
"$\hat{S}_{y,z}$",,,,,9.21238538247904e-11,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,5.1388578086464746e-11,,,,5.135500414072108e-28,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,1.851513815209109e+41,1.9472299082282938e+27,164820.7015146191,2.7208883612106003e+17,,,,6.879271217567375e-45,,,,,,1.4479861490088644e-06,1.890705922456625e-12,14858994923.588734,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,6.309158288849732e-20,,3.675270232531965e-18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.5849974817834492e+19,6.067199027855752e-06,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,7.891233436372205e-18,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,6.72993028897597e-11,,1.267229018204947e+17,2.6110136848762994e-55,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.682504584080151e+101,,,,1.453642353053812e+44,,,,,,1.0609066369558425e+28,,,8.552123343233383e+35,3.006688277982389e+24,3.8299301370661964e+54,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.004135284170983635,,2.6006805836530318e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,9.425900123213412e-29,24081126198.461464,38451.473290708986,,,,,1.5665752503120224e-05,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,241.8213497918176,4.1526297057647147e-11,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,0.0013270123160110364,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,2.0345117554443825e+62,,,,528902981750.1624,,,3.325918444299257e-25,,,63833.51197466098,,753.5725086606383,265.79702953162183,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,1.2991613926016234e+62,,,,690614.3409482836,,,1.1693002542944152e-36,,,,,,,0.00376226928405545,,
$\hat{S}_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000003e+160,1.0000000000000003e+160,,,9.999999999999997e-161,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.0000000000000003e+160,1.6734097110449847e+99,,3.1300434815823325e+100,,,2.1157844807141521e-19,,,,,,4.591044111976258e-43,,,3.512475242185979e-06,,,
"$\hat{S}_{y,z}$",,,,,5.975822856767906e-100,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,3.194843796529207e-101,,,,2.750834742426058e-97,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,11290.852030793732,1.0985689373311598e-25,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,4.726379312804414e+18,3.635260179672097e+96,9.102751461636797e+24,57005734347.54416,,,236.4108229408434,,,,2.320287433156141e-33,,,199856050.2199778,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.856727528380345e-05,,1.7542094868971385e-11,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,2.346384582196012e-05,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,0.004229924787539139,,,5.425435596350095e-51,,,,,,,,42618.75941343285,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.8431699763844567e+50,,,,3.5174204755344827e-06,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,4554.597307463384,1.1830105823472466e-23,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.00021955837859943215,,3.5407044085012637e-25,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,2.1781537611267698e+42,,,,4.30981086959456e+32,,,284299.2491104001,8.453009761044319e+22,2.824296763093216e+24,,,3.8596771896216505e+24,2.703411338509582e+26,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,2.5908902503269354e-25,,,0.0020428734437260136,3.342838909140495,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,0.2991469308513937,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,284699.51559791004,,,,5.003601336558582e-09,,,,,,3.6990301318751966e-27,,489.5065835189928,,,,
$\hat{S}_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,8.232040569973775e-13,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000003e+160,1214765636174.6838,,,9.999999999999997e-161,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,3.159947613502937e-147,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.0000000000000003e+160,3.164609424937451e+146,,1.9846405377933016e+65,19741872.86806412,,,,,1.5516115988057454e-67,,,,,,5.328858933342198e-16,,,
"$\hat{S}_{x,y,z}$",,,,,5.038695829078892e-66,,5.684706648987918e-48,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,3.3958999696208645e-23,8.516263868088806e-20,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.0007571847218296938,,1.1742238327620266e+19,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,5.0653755430553514e-08,1.759105723033282e+47,,1320.6816925512665,2.9447274918160942e+22,2.5627379925854205e-05,,4.2365148122772383e-69,,,,,,1.352252331383558e-10,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,2.0506781310830287e-15,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,39020.7661841837,,,,,1.982798026093687e-50,,,,,,,,487643567677716.5,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,6.4449118630570086e+66,,2.360430788774875e+68,,,5.043378028624031e+49,,,27375167.022564624,,,,,2.9763338491979192e+26,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,3.6529457488815566e-08,,6.079537390706994e+21,4.0771135448556164e+41,1.6728623240786035e+20,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2.4527156013640362e-42,2.422024211878429e-08,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.6448619948099527e-22,,41287778.83786877,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,0.0003561400200236149,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,5.9777782403629085e-21,,,,2807.8843819172357,5.2188637800957745e-09,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,1876574352049532.8,,7395069520.618607,,,,,3.3598381454065915e-27,,,,191612588.8960544,,,,,
$\hat{S}_{x}$,,9.999999999999997e-161,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000003e+160,,9.999999999999997e-161,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000003e+160,1.0000000000000003e+160,,,9.999999999999997e-161,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,4.724912243352069e-53,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.0000000000000003e+160,2.1164414247206293e+52,,5.267815000750328e+22,,,,,,3.1580657790125914e-48,,,,,,7.771512078332433e-13,,,
"$\hat{S}_{x,y,z}$",,,,,1.898320271037543e-23,,,,8.345620198941887e-24,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,1.198807134267592e-15,5.379391330850658e-05,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,834162536587628.1,,0.024232781715295,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.198233296222594e+23,18589.46372361921,41.266413891263255,,,3.0406160234337238e-09,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,328880724.26544493,,,1.8091316283016558e-43,,,,,,,,1.0176196295194652e+20,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,9.826854464985256e-21,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,3.166495158668489e+47,,,,,,5.5275137770863135e+42,,,1342442034.2694545,,,,1.7650268767056208e+24,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.479492716807555e-20,2.4949428467828717e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4008107.846195593,4.777772358099406e-11,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,7.449111205342966e-10,6.759073489444389e+19,,20930256300.40271,,,,245.9496297492503,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,6.521827440190847e-08,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,0.004065873166873707,,15333125.71009602,,2.7781863680058404e-11,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,1286750879263.3494,,,,,,,5.6656361055899345e-25,,,,,,,35994705449.432884,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.0802534584123097e+32,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,9.257086771744648e-33,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,5.765489323846921e-75,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,,1.6239878459880712e-36,,,,,,,,,,,,,,,1.7344581592820776e+74
"$\hat{S}_{x,y,z}$",,,,6.1576815520535946e+35,,,4.263896737762136e-27,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,2.3452725558378323e+26,,2314.2051167452523,1.4441532481341247e+20,3.1871855922543585e-12,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,6.924472879121521e-21,1.2730355490576146e+18,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.00043211381427002524,,7.855240183514642e-19,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,313756438417.0928,,,,,4.429595624221425e-23,,,,,,,,8.999401373521215e+30,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,1.1111850205306799e-31,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,2.2575424143276433e+22,,,,1442234306829732.2,,,,98.06286760865856,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,7411799051431986.0,0.24027863972552949,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.093244799684914e-07,1.3492000971164975e-16,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,6.93368612343e-16,3232851.147448345,,4.161834781245228,,,,4199311500918.0254,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.9731742214549304e-06,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,2.381342750547052e-13,,506797.6203655472,,9.08912032195071e-07,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,0.01019753984750599,,,,,,,1100216.4836402778,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.1197833077645594e-111,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.953207665026409e+110,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,7.206635485113145e+117,,1.9960200025035963e+18,,,,,,8.630722855613304e-69,,,,,,0.0076483202785270765,,,
"$\hat{S}_{y,z}$",,,,,1.3876100741680568e-118,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,5.009969833697587e-19,,,58971290.730375186,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,1.6957403977676815e-08,2.109534930913559e+17,,1.1335141235508608e+35,,16788.74361209544,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,4.7403813292958284e-18,16611.592327155475,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,6.0198924961893606e-05,8.822122099964553e-36,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,5.956371859056508e-05,,45134455651.54433,,2.755045834507273e-99,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,,2.215602216896979e-11,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.1586515019997587e+68,,,,,,3.6297036785191825e+98,,,,1.2853180724485933e+56,,,1.1035641876729156e+44,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.208442212541277e+24,,1.736615475140686e-07,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,7.780175362312859e-57,8270.390240028933,5758327.127189676,,,,,792305.9918249606,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.3761761466510618e-25,0.0001209132786939086,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,,,7.6345247469637e-11,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.2621386311829432e-06,,13098392279.070238,8.474000221278495e-24,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,130.7476627002055,,,,,,,9.061548128964739e-45,,,,,,,1.1800802146416835e+23,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,1.988319804689639e-125,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,5.029372023763009e+124,,2.664391865388426e+86,,,,,,,1.5645876635778992e-61,,,,3.550671839334072e-52,2.164824955464265e-35,,,
"$\hat{S}_{x,y,z}$",,,,,3.7532016704840676e-87,,,,6.775828780966158e-53,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.4758342223892664e+52,4.645263644792754e+26,5326480626.014062,,,,,,,,,,,,1.0539830009175459e-15,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.6163982849031923e-07,,1.8774122543806657e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,6186594.042692213,2.1527303431334402e-27,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,4.9811662650270985e-18,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,948781905523570.1,,2.0075619780472432e+17,9.525636235180868e-14,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,3.0291438014754132e-09,,,,,,,10497986436923.943,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.3426417508967638,1.93201167900418e+22,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,6.391460339864881e+60,,,,,,,330126288.33036166,,27759.44649488066,2.9185001459477564,,2.9933480302813804e-05,10392399319.622784,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,3.6023773031080354e-05,,5.175952148050324e-23,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,4.19884532759705e-06,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,2.8163684092742006e+51,,,,,,,,33407.408356254455,,,238160.71371514138,,25501.041099508224,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,4.619311124790418e+34,,,,,,,,9.622417011169056e-11,,,,3.92140852641222e-05,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1.331112555924359e-76,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,7.512512713889729e+75,,,1e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,5.096298944720565e-113,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1e+160,1.962208282612493e+112,,4.566727993498493e+20,1.674100853294625e-12,,,,,6.049795032145297e-47,1.8783466915253359e-37,,,,3.3466549978512204e-24,,,,
"$\hat{S}_{x,y,z}$",,,,,2.1897516152126172e-21,,4.375169489001009e-28,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,597335577502.3967,2.285625739788956e+27,,2.150611157195669e+37,2109163823.906014,11.914118510161407,,1.0922579091141971e-47,1.8789129186463303e-50,,,,1.606626436458473e-23,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,4.741215398565269e-10,10.106003384595216,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.6498410307885195e-38,,0.09895108500797854,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,0.08393403164045349,,,,,4.159505506903156e-20,,,,,,,,4.948646509905483e+19,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,2.0207545598545884e-20,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,1.6529485622017733e+46,,9.155346843045369e+46,,,2.404131929481498e+19,,,0.00010415142334056265,,,,136089.53453723353,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,5.303837590919814e-14,,2.3850063290998113e+18,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,7.105316206482151e-22,4.1928609907607106e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,5.323830816279912e+36,,5.322226432507865e+49,,,,,9601.405030540198,,18854272644245.42,1.4073968996449504e+21,,146.38083317518598,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,2.9880582272211142e+23,,6.224222241757238e+22,,,,,7.3481036098804804e-06,0.006831495478668425,,,3315991193.7849994,,1351570474.843951,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,3.015689552717303e-10,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.398800274291709e-10,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,5.910623461792854e+64,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1.6918688975268824e-65,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,,2.2878214387029547e-12,,,,,,,,,,,,,,,21.463871861725035
"$\hat{S}_{x,y}$",,,,0.04658991660228961,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,437097049220.2987,,,,,9.64347354840094e-28,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.7268700398429596e+23,,1.161240756908032e-22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,5.790823726902688e-24,3.574431479038463e-54,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,1.0369707501980114e+27,2.797647698282369e+53,8.611478662380415e+21,,,,7.34937547251971e-86,,,,,,1.2213212410822504e-32,,42437.46441170155,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,,,,,,,,,,5.673597686494055e-10,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,2.356408456213665e-05,,1762550070.0913117,5.070682186403358e-86,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,1.360659832579153e+85,,,,1.0694331018312562e+22,,,,,3.439605872205441e+57,,1.9721212318954294e+85,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.5712180370701953e-06,,82451.96367953703,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.4382174076882362e-19,1.2128273910936345e-05,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,9.350748525435003e-23,,636448.905503065,6.953051705912677e+18,,5.515963639662816e+39,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,7.531918234752507e-07,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,1.8129198546731697e-40,,,1327683.0268628895,,1.0171868846111615e-14,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,8.187853992565209e+31,,,2.9073098405859216e-58,,,,,98310351335513.78,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,1e+160,,,1.2140142830444211e-160,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,2.1747237944740045e-96,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,8.237135377783769e+159,4.59828509046073e+95,,1.4457509520229075e+80,,,,,,4.913130383929941e-20,,,8.113299942207177e-27,,,0.0025735151967279262,5.370547922604208e-41,,
"$\hat{S}_{x,y,z}$",,,,,6.916820622533855e-81,,2.994509047766534e-61,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,4.006439854796621e-29,8.689124337042133e-22,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,3.3394455787196696e+60,,2.922435177075528,2.4959815602941653e+28,5.591618236547653e-06,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.34218038704307446,,1.1508639549982666e+21,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,8.780101527246439e-12,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,178839.10483441994,,,,,1.7397978636652664e-09,,,,,,,,113893899392.48389,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,2.0353622270453866e+19,,,,,574779415.9795555,,,,,0.05685885442774035,,,370828.91284331254,0.21938362826760152,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,1.2325441030446554e+26,,,,,,,17.587410264673203,1.5566566143003455e+19,1978625825716.5461,,,,30407.87628255532,0.00045355458929041307,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,34784298.93535296,,5.054012673860945e-13,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.8748602979134697e-08,6.424024353305817e-20,,,,,,
