ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y}$"
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.7634452416338048e-17,1.9010759187526316e-32,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.618671305420113e+16,,1.5690557204933092e-25,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,5.6419289643654324e+91,,,,,1.2655845755778702e+39,,,4.70977367344373e-10,5.260179197136631e+31,6.373259961001265e+24,,,2.654793344864054e+22,203981783573.653
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,5.6983264779158595e-25,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,3.766771533967393e-23,1.7549012045475956e+24,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5.870618121295529e+115,,,,,1.7243505067089175e+18,,,4.754691419539367e-24,,,4.902398549912294e-12,,,
$S_{x}$,,9.551473816798294e-94,2.8882045270376563e-143,,,,,,,,,,,,,,,
$S_{y}$,1.0469588454938627e+93,,1.8294144602185286e-81,,,,,,,,,,,,,,,
$S_{z}$,3.462358675220517e+142,5.466229888007703e+80,,1.1693323224920705e-09,,,,,,,,,,,,,,
"$S_{y,z}$",,,855188880.6672246,,2.7003461540101888e+73,,4.0582003200459558e-56,,,,,1.1780092421269236e-72,,,,4.9697952027416536e-73,,1.7698787199986068e-68
"$S_{x,z}$",,,,3.703228930538906e-74,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,9.991054496181642e-115,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,2.4641464716770704e+55,,1.0008953513186999e+114,,279324801.6988037,1.1687862524149324e+38,,,8.533153003118254e-34,,,,5.742624457991462e-29,,1.8207848755339112e-17
"$S_{x,y,z}HF_{z}$",,,,,,,3.580061612567799e-09,,3.562086435694839e+21,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,8.555884345266825e-39,2.807343443379792e-22,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,131999868.63635887,3.284366740777878e-39,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,7.575765115000681e-09,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,8.488897745780639e+71,,,1.1718997651097687e+33,,,3.044726971517064e+38,,,,,,4.682989237157659e+19,,7.003825242889177e+40
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1.4690511484486422e+49,0.005682786100281238,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,6.807114926229948e-50,,3.997644744538877e-58,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,175.97002286440284,2.5014729019282794e+57,,3.1885765517757603e-25,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,2.012155348873001e+72,,,1.7413640876488022e+28,,,,,2.135388209021275e-20,,,3.136195677795745e+24,,3.422859838135945e+38,9.759624600081019e+25
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,2.921533592636355e-39,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5.650104658023049e+67,,,5.492137008809284e+16,,,,,1.4277911931273228e-41,,,,1.0246295743708202e-26,,
$S_{x}$,,1.3513377225832532e-116,1e-160,,,,,,,,,,,,,,,
$S_{y}$,7.40007463188679e+115,,1.0434911068608417e-73,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.583215356844996e+72,,,4.956128640848335e+28,,,4.2948889943171917e-42,,,,6.391596636153401e-63,,1.685455772831325e-56,,,,1.144099722279876e-46
"$S_{x,z}$",,,,,2.502053105436483e-33,,,,,,,,,,,,,
"$S_{y,z}$",,,2.0177038823367408e-29,3.9967177268427726e+32,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,7.994746832831724e-109,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.7586220592124315e-32,4.168518542087731e-25,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,2.3283488847398758e+41,,,1.2508213467039857e+108,5.686270081519578e+31,,15748939828249.664,,,1.8945805387909433e-46,,7.447019978463704e-36,,,,8.621291523174774e-24
"$S_{x,y,z}HF_{z}$",,,,,,,2.3989337936329943e+24,6.349633758878486e-14,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,2333331.7728134827,4.502342212355545e-38,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,4.285717151977153e-07,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,1.5645542998499063e+62,,,,,5.278213195614085e+45,,2.2210661758578717e+37,,,,7.862548562641987e-07,,,,6.455367618221625e+19
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,2.357041184493091e-33,2.419158294326864e+42,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,5.933113263008633e+55,,,,,1.3428190106806949e+35,,,,1271852.2398085874,4.242607242414653e+32,,4.285439074294864e+39,1.670797246794861e+18,,1.5542937351985583e+22
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,4.133669145773084e-43,2.3334831802842566e-40,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,5.985166673684249e-19,,,2645516.634788162,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,3.77998001165498e-07,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,8.740496833678756e+45,,,,,1.1599190182954767e+23,,,,1.5490984544045033e-20,,6.433790327748132e-23,,,,
$S_{x}$,,6.434029395298598e-144,8.653918299516823e-117,,,,,,,,,,,,,,,
$S_{y}$,1.5542359827120294e+143,,1.5399222103274384e-15,,,,,,,,,,,,,,,
$S_{z}$,1.1555459219621166e+116,649383451510428.5,,,3.803835003861608e+24,,,9.343187875890914e-95,,,,4.836777468733988e-91,,,2.9500476152266204e-85,,,1.4669870973337567e-78
"$S_{x,z}$",,,,,4.538973602061067e-84,,,,,,,,,,,,,
"$S_{y,z}$",,,2.628925805101462e-25,2.2031412554281386e+83,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,2.9315615854997366e-58,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,9.119349724876e-06,5.6797455136041225e+22,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,1.070298503341019e+94,,,3.411151261314991e+57,109656.94157689488,,1.7985009410538222e+20,,,2.178775019280738e-37,,,1.431891736617677e-21,,,8.692927338414695e-27
"$S_{x,y,z}HF_{y}$",,,,,,,1.7606422639972173e-23,5.5601861370951254e-21,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.199788689171035e-08,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,83348010.28095421,,5.584937535815622e-38,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,2.06749226414534e+90,,,,,4.589735016927641e+36,,,1.7905303212204332e+37,,,,19449754443.438774,,,3.234666306312451e+31
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.051807710440467e-43,9.64984479485706e-30,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.4680341997061138e+42,,0.0010360206507779638,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,3.389775794934689e+84,,,,,6.983768216737782e+20,,,,5.1414530857346756e-11,1.036286097091381e+29,965.2317251100011,,,2.5873162507467696e+31,2.1928759085797744
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,1.3333451078463797e-06,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,3.865008770038734e-32,749993.3768948993,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,6.816692538179076e+77,,,,,1.1503604724508915e+26,,,,3.0915090006301426e-32,,,0.4560221561500278,,,
$S_{x}$,,4.5005801204574127e-88,1e-160,,,,,,,,,,,,,,,
$S_{y}$,2.2219357799108925e+87,,3.7568131487510414e-52,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.6618305473415722e+51,,,4.805138629162512e-46,,,,,,,,,,,,,
"$S_{x,z}$",,,,,3.0819536145554277e-46,,,,,,,,,,,,,
"$S_{y,z}$",,,2.081105410634719e+45,3.2446951676274667e+45,,,9.89150635329201e-41,,,,,2.8246620525316323e-80,1.4109441531718284e-90,,,,,2.9608608961065324e-98
"$S_{x,y,z}$",,,,,,,1.2318211246754511e-70,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,1.0109683644566312e+40,8.118061786474646e+69,,265281850913.50787,6.358829454916967e+16,,,1.1539333924749183e-48,4.834781857662389e-33,,,,,2.564654548310283e-41
"$S_{x,y,z}HF_{z}$",,,,,,,3.7695756289262266e-12,,6.549762291804028e-10,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.5726164808945296e-17,1526772965.8698285,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.2336290309126387,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.280289979775381,,3.895494369325596e-68,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,3.540246519415446e+79,,8.666011457171137e+47,,,,2.5670682721924308e+67,,7956207318192.216,,,,,2.2291238177816978e+30
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,7.087452736892396e+89,,2.0683456450370208e+32,,,,,1.2568802697152654e-13,,527428586.9732079,7660844358983.503,6.327799663744499e+34,,1.185065618247173
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.8959912767314555e-09,,1.4833104769272523e+44,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.3053391416669993e-13,6.74167691494735e-45,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,1.580328160086292e-35,,,,6875077280918.797,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.454529104386094e-13,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.3773960854256215e+97,,3.899160612718184e+40,,,,,4.48606753928611e-31,0.8438351299728845,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.1947738141777717e-53,,,,,,,,,,,,,,,
$S_{z}$,1e+160,8.369785043273545e+52,,,4.937591561692495e+21,,5.59424878683093e-09,,,,,2.2416092552974275e-60,1.1533896570409428e-41,,,,,7.245935906715432e-29
"$S_{x,z}$",,,,,7.78182706990748e-30,,,,,,,,,,,,,
"$S_{y,z}$",,,2.0252788986402563e-22,1.2850452612433717e+29,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,7.739946353809481e-56,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,178755010.3874603,,,1.2919986189669333e+55,,1043220585470242.5,6.467221325095623e+16,,,6.706068032506514e-55,7.162754345867525e-36,,,,,2.157154303915999e-27
"$S_{x,y,z}HF_{y}$",,,,,,,9.58570041588318e-16,,0.023633654200453297,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,1.5462591269600847e-17,42.31254259363835,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1.6600251737952305e-05,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,60240.0503188606,,9.845674757048114e-31,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,4.461080795579224e+59,,,,1.4911867806181976e+54,,,,1.015674420165201e+30,,8.395338354648452e-15,,,,,2.602193276344901e+20
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,8.670096821966752e+40,,,,1.3961109814926703e+35,,,,,119113722134415.89,,1562254.8789945187,23239293775.34869,10633130761.98397,,8.267393248579036e+31
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,6.401004173170572e-07,,225414711.91050604,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,4.3030567523560456e-11,4.436267675363705e-09,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,9.40456787736725e-11,,,,24869546544.30594,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,4.020982040096574e-11,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.3800839710343202e+28,,,,4.6357369900922056e+26,,,,,3.842912089161272e-21,1.2095711065539016e-32,,,,,
$S_{x}$,,2.207751463684241e-99,1e-160,,,,,,,,,,,,,,,
$S_{y}$,4.529495355112232e+98,,9.626147967132673e-28,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.0388371375698566e+27,,3.5314971538156987e-25,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.831660217875367e+24,,8.260685531034788e+48,,3.578828866049477e-20,,,,,9.194231426645488e-89,,,1.3807883586117865e-50,,,1.6410990877194312e-46
"$S_{x,z}$",,,,1.2105532842801891e-49,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,1.845814767595108e-42,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,2.7942101660308197e+19,,5.417661715335007e+41,,6.398113507056277e+20,1.905696709166166e+16,,,2.631833115199307e-49,,,2.5663907983858113e-57,,,2.4586004531780203e-35
"$S_{x,y,z}HF_{x}$",,,,,,,1.5629607053659358e-21,,2.61238994528706e-12,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,5.247424709242155e-17,382791245160.03906,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.0022994212696069993,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,434.8920370606613,,1.8477594680306396e-84,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.0876384915675869e+88,,,3.7996330170967954e+48,,,,5.41195982107893e+83,,,,3.856688538808468e+42,,,3.237910669594361e+47
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.3217608871302684e-22,3.996541085268922e-23,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4.307075743859287e+21,,0.00023202364686849018,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,7.242239505881824e+49,,,3.8965226988382764e+56,,,,,2.5928980002853747e-43,2.502163692714074e+22,4309.905535476713,,1.9567168313593687e+26,,5.5971199828909955e+26
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,5.1106015135837556e-27,,66317909256805.95,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.5078883083114896e-14,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,6.093477276802703e+45,,,4.0673546558058526e+34,,,,,3.088411330771142e-48,,,1.7866331310687486e-27,,,
$S_{x}$,,3.9177003960685193e-153,1e-160,,,,,,,,,,,,,,,
$S_{y}$,2.5525178010128528e+152,,2.2182366530452917e-07,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4508085.278579977,,6.471866790732111e-11,,,,,,,,,,,,,,
"$S_{y,z}$",,,15451492317.981995,,5.389713706200043e+24,,,,8.345318849489319e-51,,,9.565290942147846e-90,,,2.167062546415166e-91,,,7.081084796682576e-82
"$S_{x,z}$",,,,1.855386119766719e-25,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.6173167747100308e-93,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,,2.581536238972179e+16,1.0687302524892613e-12,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.873662453013416e-17,,1.2361877708851495e-20,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.198276564425329e+50,,6.18308061622183e+92,935689803550.3567,8.089385961842742e+19,,,,1.1445228646977287e-32,,,3.118238580810714e-38,,,3.382096070323719e-17
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,128.5050945148435,2.4680302957849584e-50,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,0.00778179265013101,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.0454465065915227e+89,,,,,8.73726537795383e+31,4.051814119574855e+49,,,,,3.9479774718632355e-13,,,169.21076437275818
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,6.228005212778477e-16,2.5156550924214676e-37,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1605650550754555.0,,7.283739401591143e-20,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,4.614541475299071e+90,,,,,3.206938706210251e+37,,,2532942518357.515,3.975107728450328e+36,1.372921167088362e+19,,,2.4489900747143388e+20,8.311323970662083e+42
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,1.4939116043986518e-23,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,4.083315854665701e-21,6.69383648306643e+22,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.4122129994382937e+81,,,,,2.9567462875301604e+16,,,0.0059097895084090375,,,1.20317774103124e-43,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,3.120399301933417e+40,3.405543703844402e+41,,,,3.2082522979263636e-89,,,,2.8125622647592947e-140,,,7.521619889817856e-108,,,7.300766947073941e-114
$S_{z}$,1e+160,3.204718060859693e-41,,,,,,,,,,,,,,,,
"$S_{x,y}$",,2.9363886855163075e-42,,,567763726432.8933,,,,,,,,,,,,,
"$S_{y,z}$",,,,1.7612960346775425e-12,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.2099318653134906e-65,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,8.325978373387717e-08,14908195.959008291,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,3.116961844448283e+88,,,,8.264928205200234e+64,12010600.49827051,,1623253.226226628,,,5.763894721644289e-44,,,4.5075417301887296e-91,,,1.0726651189512869e-28
"$S_{x,y,z}HF_{x}$",,,,,,,6.707719718399255e-08,6.160468273484192e-07,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.17786485862369802,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,5.622246056572998,,8.24045762407525e-79,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,3.555476842343194e+139,,,,,,1.7349380033692324e+43,,,1.2135248375993205e+78,,,,2.3653989023924145,,,2.350088119580377e+37
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,4130375558182.286,4.100675759125476e-19,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.4210873464496395e-13,,3.3544649301380406e-37,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,1.329500845095505e+107,,,,,,2.2185041422969374e+90,,,,0.4227616741466223,2.4386224582000686e+18,2.9811013703423893e+36,,,9.940681954356482e+50,1.006138032023535e+42
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,0.00012583544926207131,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.0059672008334923e-51,7946.88623805323,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,1.3697191093064379e+113,,,,,,9.322574047878714e+27,,,,4.2551595902648805e-38,,,9.938994135713265e-43,,,
$S_{x}$,,2.7399107982307176e-97,1.5384267425375859e-94,,,,,,,,,,,,,,,
$S_{y}$,3.649753855657434e+96,,8.219247916232449e+49,3.118274711973408e+28,,,,9.32060581926839e-49,,,,9.841059240649494e-106,,2.0403803560167884e-62,,,,4.685075038083915e-117
$S_{z}$,6.500147016103814e+93,1.2166563293766439e-50,,,,,,,,,,,,,,,,
"$S_{x,y}$",,3.2069015477059987e-29,,,1.5159434103363676e+20,,,,,,,,,,,,,
"$S_{y,z}$",,,,6.596552306514617e-21,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,2.2285813409734803e-44,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,7.591939920367216e-11,1.479209543788057e-10,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,1.0728916332162772e+48,,,,4.487159528865049e+43,13171863983.239092,,1.0733411891638834e+42,,,2.147840309841244e-68,,5.062106598157345e-39,,,,5.681207066734606e-44
"$S_{x,y,z}HF_{y}$",,,,,,,6760367415.147514,9.316701996491766e-43,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,1290021996.5053065,9.338454520371177e-29,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,7.751805804156972e-10,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,1.0161507776209684e+105,,,,,,4.6558396144167455e+67,,1.0708410024577095e+28,,,,5.830070297201618e+33,,,,190445015453600.66
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,,0.009160930299111691,1.7796787095007686e+17,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,4.9010469888672655e+61,,,,,,1.9754621531755367e+38,,,,1.7152451840589144e-34,109.15921935318808,,26999.047334538132,,8320.913473362993,51623054909548.805
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,5.618991757678091e-18,3.7038343894481224e-05,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,0.053769981152306266,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,0.00012017911293047475,,18.597737595768315,,9.667169318389721e-09
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,2.1344375316750024e+116,,,,,,1.760189319370771e+43,,,,5.250859402217521e-15,,1.937118990249894e-14,,,103442896.99133685,
$S_{x}$,,7.968562302016528e-103,5.678329653083202e-84,,,,,,,,,,,,,,,
$S_{y}$,1.2549315197635333e+102,,2.968882498473771e-25,,,,,,,,,,,,,,,
$S_{z}$,1.7610812705405773e+83,3.3682707231225056e+24,,2.7517374171815657e+106,,,,,2.1821482620529483e-50,,,9.392665732912849e-67,5.666427399417874e-56,,,,1.4441884610108942e-65,
"$S_{x,z}$",,,3.634067675774959e-107,,144499575409549.12,,,,,,,,,,,,,
"$S_{y,z}$",,,,6.920435559521484e-15,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.712502780282299e-68,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,8.856555776459145e-13,0.00028583948750347793,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1129107099012.4792,,5.5316645158076914e-17,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,4.582640040503974e+49,,,2.6936006763716413e+67,3498.4669498745607,1.807774128641255e+16,,,,1.1069179117441789e-35,8.49994119275987e-49,,,,2.4964116440080743e-48,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.3477732289785075,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.8754369706295027,,8.087852867044205e-53,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,1.0646604791820697e+66,,,,,,9.03409357993216e+34,,1.2364220967405667e+52,,2.3771021026651264e+18,,,,421911478275938.25,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,1.764780397791265e+55,,,,,,1.1764787277020055e+48,,,4.206802891970159e-19,,3.547746121979669e+22,3.2327329025860223e+53,,19065097640414.375,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.818690981873282e-23,,5.704503766148277e+24,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,3.093357942439509e-54,1.7530008586096655e-25,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,4.128764763574552e-25,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,6.92430404339352e+64,,,,,,4.005749622263681e+47,,,2.3701654292182606e-15,5.2451868795058807e-14,,,2.4220319084835244e+24,,4.120750462485805e+29
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.4267424322431773e-30,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.954417100915844e+43,,4.596224849688057e+69,,1.0113101450265682e-46,,,,,1.604355473119283e-103,,,1.2239974839628447e-110,,,4.42445463521549e-90
$S_{z}$,1e+160,3.384762428060711e-44,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,,0.22456999093246593,,,,,,,,,,,,,
"$S_{x,y}$",,2.1756986063635885e-70,,4.452954715132558,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,8.342429612382729e-80,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,9.88816343747574e+45,,,,1.1986915640447152e+79,,2539.4892360107096,2.4708293642107506,,,2.4705458901474985e-80,,,1.1599295663886213e-56,,,1.2399937138227225e-34
"$S_{x,y,z}HF_{x}$",,,,,,,0.00039377997190131927,,428426404968452.44,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,0.4047224039363912,2.3341231735556446e-15,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,0.000713248778889351,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1402.0353481111727,,7.97699635327733e-86,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,6.23303262122914e+102,,,,,4.047688423793242e+79,,,,1.253604684912702e+85,,,,0.003848428492550678,,,2.6886091197943362e+60
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3598.29131561866,7.749740604132778e-13,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.00027790968331536226,,3.105034172803186e-08,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,8.16995143455994e+109,,,,,8.621213123426507e+55,,,,,259.84632478833345,1290365769748.1133,32205764.714570355,,,144404954379.819,3.796978305554949e+26
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,7.692970550997015e-09,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,6.924970159747876e-12,129988798.65338874,,
