ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{x,z}$","$\hat{S}_{y,z}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz,yz}$","$\hat{S}_{y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}\hat{T}_{xy,xz}$","$\hat{S}_{y}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{y,z}\hat{A}_{x,z}$","$\hat{S}_{y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y}\hat{A}_{z}$","$\hat{S}_{x,y}\hat{A}_{x,y}\hat{T}_{yz}$"
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,2.3497892800788493e+17,,,5.604330899894245e-16,,,,,1.3976330479557913e+36,3091995502159688.0,,30866845006.944912,,47.5928870593073,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.2341573566375596e-16,15275941.750556415,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,1.592291296345257e-17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,2.312201011994661e+30,,,1.7570009260257942e-12,,,,,,,0.021011543148325127,,6.2802579044127976e+16,,28600977263.77423,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.496384024844465e-11,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999971e-161,9.999999999999971e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000027e+160,,3.0163094784380516e-119,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000027e+160,3.3153096761073538e+118,,1.0982157707919069e-89,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,3.6578405150575917e-53,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,9.105678743612585e+88,,2.7338534741563333e+52,5.636716845811297e+60,1.9387927151808488e-24,,,,,,2.3124282881835023e-07,,,,,1.8118918613899223e+18,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.7740823733998812e-61,,,1.0969804214123435e-68,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.0964369056376403e-12,,1.6300959380383343e+30,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,5.157848965337797e+23,,9.115932978206819e+67,,476999807297.2512,1.0910533250099567e+45,125166525362045.05,,,1.6346975037331526e+24,,,,,1.3347403546725653e+38,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,9.165454859787663e-46,6.134608256268677e-31,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,4.343130869472288e-16,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,7.989356556055968e-15,,,,2302486455172152.0,6.938293440052397e+19,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.4412766030150034e-20,,,0.003651411474740093,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,8.685895154348375e-13,1.3850977473262508e-30,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.425597477926176e-13,,7.219707070713014e+29,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,4324458.428008322,,,6.117339738491701e-25,,,,,273.8666970068554,,4122695579544.284,1151291815328.182,,,3386891821019528.5,1.7552932828694005e+24,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,4.082866850025621e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,5.697053647725962e-25,,,2449259.397214301,,6.138999664029871e-15,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,5.519093171669134e-19,,,7.492093848060189e-39,,,,,,2.9525596117179147e-16,,,,,,162892988227264.75,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999971e-161,9.999999999999971e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000027e+160,,0.8393977075389596,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000027e+160,1.1913303920401597,,4.2575008799823157e-101,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,2.348795756453617e+100,,1.2719024886644667e+66,1.2390642511870677e+22,3.632876673757547e-23,,,,,4.9663827288273665e-15,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,7.862237938145929e-67,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,8.070606500364806e-23,,,1.2713862901212623e-49,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.803651242963024e-37,1.0457590914826669e-11,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,4.1095031383868916e-42,,95624318080.96547,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,2.752639546570908e+22,,7.86543010389565e+48,,2.4333841983450374e+41,2.6290528130045e+36,,2208141357475111.5,23420125607.99144,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,4.528695577458162e-16,,,11181811601519.963,,1.3199309122819887e-06,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,8.943094693744154e-14,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,201353793012266.3,,,4.269831924636557e-11,,,,757615.410545337,,18258047513.7508,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.333685675868502e-28,,7.290351820847525e-24,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,5.477036902477464e-11,,1.1999492648200752e+27,3.8773354100205264,6.436220613016092e+23,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.25790907782071554,1.3716759143782269e+23,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,1.5537068415238607e-24,,,,,3.9611160814309374e+32,1320.316057706734,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,0.000757394408833372,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,2.524541011781593e-33,,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999971e-161,9.999999999999971e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000027e+160,,1.2731128482222747e-30,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000027e+160,7.854763239538122e+29,,,7.86770094098367e-27,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,1.2710193327136983e+26,1.0777162552801874e+25,,91228.73331496897,3.233308631109093e-54,,,8.080464348942266e-22,,,,,,,,,1.5458710978439002e-38,,,,,,,,,,
"$\hat{S}_{x,z}$",,,,,9.278880179273323e-26,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,1.0961458782371563e-05,,8.854827275805448e-45,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.7713143691624302e-39,7.813319568611555e-13,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,3.092807133777942e+53,1.1293275056108172e+44,,2.839468135153605e+23,3.608396113870793e+38,2905.4367033337153,,,,,,,,,1.6623029131194703e+35,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,3.5217863078639675e-24,,1279865735963.6223,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,7.778937045854654e-35,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,1.2375526415519672e+21,,0.0003441823388727052,,,,1.2855226801621868e+34,867578062588.5427,,,,,,,2.3096108745941656e+16,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.1526340315894545e-12,,,,,2804454.763477329,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,3.5657555009376203e-07,4.4297206700371743e+18,3.457991679272014e+17,,,,,55.63113999687555,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,336.01302520197873,,2.8918519555562456e-18,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,0.002976075107204241,2.257478686554762e-19,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,6.46884466237028e+37,,6.015750752210405e-36,,,4.3297336837129125e-17,,,,,0.017975543914005063,,2212516.623344811,7.72376116703289e+36,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,4.5197400527921574e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.29470600964239e-37,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999971e-161,9.999999999999971e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000027e+160,,2.0724999851810212e+67,,,,,,,,,,,,,,,,,6.6237434393614235e-25,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000027e+160,4.825090504947123e-68,,,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,1.5097203102063494e+24,,,168404069.44242832,1.4573022404191365e-19,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,5.938098784138149e-09,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,1.822636698955089e-41,,,,,,,,,,,,,6.861994528412919e+18,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,5.486556923677089e+40,,1.0615142262753943e+33,3.7254352006799376e+58,,20937065210.952656,,,,,,,,3.0698568488485403e+26,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.6842501510091686e-59,1.3380279121435802e-16,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.42050492821718e-34,,7473685645301341.0,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,4.776218586150639e-11,,,285920770.0113226,,1.28514296499589e+20,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,3.497472394049581e-09,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,7.78123545191097e-21,,23296885.83153145,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.00022430801990074457,,16762104.800766213,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,4.292419198133931e-08,,4458.155354598985,16317203.115665454,,,,5.807745445357989e-10,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.128501268945671e-08,5.96583789378461e-08,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,,,8.723518830169339e-15,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,3.257480883433004e-27,,,,,,1721838550.6191206,,,114632640734563.38,,314017.49248252896,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,3.184535969936888e-06,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999971e-161,9.999999999999971e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000027e+160,,3.578111657575597e-108,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000027e+160,2.7947702467104214e+107,,5.513871705880384e-46,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.8136076668841052e+45,,2.413946943574185e+31,0.00027483253244183284,1.79399147153208e-55,,,,,,,,1.47514277100869e-51,,1.9472511842106286e-25,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,4.142593119794755e-32,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3638.5794327738317,,,9.229524015061754e-25,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,5.574162507840646e+54,,1.0834794929490297e+24,,773619250172047.8,2.987777924072976e+31,322554866126.9912,,,,,2.6675514349573337e+27,,1.2241065262336676e+31,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,3.3469689696240463e-32,0.13571077675310664,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.292625538696984e-15,,7.368611571793307,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,3.1002477563190623e-12,,,,19.59081949493796,1.7551322464047194e+34,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,0.051044316969914835,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,5.697576362399121e-35,,,,,2.0187109213673237e-23,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,9.924663668849336e-08,,2.1838326295594958e-10,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,6.779004850603098e+50,,,3.748756207266888e-28,,,,,4.953656263585647e+22,4252430.627931826,4579105497.666785,,,4509.078482816892,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,10075908.195647094,2.351596269276123e-07,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,8.752877555016783e-29,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,5.135444302761471e+24,,,8.169223662884972e-32,,,,,,,,0.00022177480472135948,,,3601771223977.4893,1.1424814224972698e+28,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,2.7764117646974954e-13,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999971e-161,9.999999999999971e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000027e+160,,1.4629191923489974e-17,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000027e+160,6.835647554765538e+16,,2.0810898760506735e-129,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,5.8454842111045255e-61,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,4.805174497786317e+128,,1.710722266771885e+60,3.9694285755958932e+59,5.702648876806977e-51,,,1.5616194246489172e-20,,,,,,,,7.582229244090878e-08,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.519254298082134e-60,,,2.280908017530756e-32,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,1.753571053737958e+50,,4.384218882629781e+31,,9.477253260897924e+33,4.058141498466874e+33,28942.598137843688,,,,,,,,96.16465777566117,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.0551580426006834e-34,,2759837.0178327914,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.4641821887624915e-34,3.623402373178061e-07,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,1.0103393101385314e-14,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,6.403608870482766e+19,,,3.455114828452311e-05,,,,98976649722050.92,1.652576606817921e+22,,,,,,1.5458289874259874,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,6.051156696000471e-23,,,,28195.38550025893,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,3.5466796507918516e-05,1.7150402489952892e+32,,7.826128956483866e+16,,2.0294732694447544e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,2227511530259664.0,1.2777709204133552e-17,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,5.8307669489729085e-33,4.489314584528455e-16,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,49273868991316.7,,33.462419933164824,,1.2261264013803523e-20,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,0.029884270235007525,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,13188733.389713038,,,0.010398830746456372,,,0.6469020882220188,,,,,,,8.15576598688534e+19,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999971e-161,9.999999999999971e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000027e+160,,2.5107639704970748e-40,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000027e+160,3.98285148166286e+39,,7.902360123162496e-30,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,1.3541374153075371e-20,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.2654447334903324e+29,,7.384774903165131e+19,1.5618987106551852e-12,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,640246382929.9918,,,3.222309770674265e-53,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,3.1033639568139684e+52,,4.0429184592278487e+18,2.1017211641589137e+28,2231.520811600593,,,,,3200194186.151504,,187010.5833128528,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,2.4734607192423766e-19,,18839.75202913866,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,4.758005091508841e-29,5.307925488898907e-05,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,0.00044812488183013386,,,,2.819871630912419e+19,1567419867164.194,,,555015805225.5157,,35821599.14409973,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,3.5462607199478525e-20,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,6.379911477128455e-13,,,,,20.45926879292876,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,3.124810376593372e-10,,,1.8017504917606389e-12,,0.04887760213334825,4348417124.37876,6.668318279611254e+19,,,0.00015704821876505858,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,6.780774209231696e-09,,1.49962847912877e-20,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,147475785.0863915,2.29968738370026e-10,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,5.347290951587938e-06,,,2.7916118316697557e-08,,,,,6367.471136339233,,,8.889629977192207e+17,1.9275015346241312e+17,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,,5.188063314279037e-18,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.1249062138307923e-18,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999971e-161,9.999999999999971e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000027e+160,,9.999999999999971e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000027e+160,1.0000000000000027e+160,,2.9215454393991503e-93,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,3.422845958561097e+92,,1482127623.5153868,2.2696961359477728e+17,,,,7.400500282653822e-22,,,2.261699551797855e-44,,,,,5.833160469728188e-26,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,6.747057298805003e-10,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,4.4058761177844766e-18,,,1.271755083242556e-57,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,2.0733918608778526e-25,2.133556981691616e+17,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,7.8631492272107e+56,,1.2366532867531292e+26,4.823014977866317e+24,7.903935802112544e-12,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,8.086340858119824e-27,,4.687008636662417e-18,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,2.700251942025762e-06,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,1.3512599983867568e+21,,,126519246238.4022,,,,370335.81364625844,8.87570834370232e+19,439659349927.88464,,,,,1886.9134484824854,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,1.1266706399940922e-20,,,2.8328214397720863,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,0.051380532065262635,5.513693726763142e+36,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,4.421453765621021e+43,,,,,,2.27448819219704e-12,,0.3530049532809434,,1.1696362547103926e+18,19.462624457251977,6.250757487710088e+18,,98867634.15764156,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,8.549666582005912e-19,,1.8136662091803528e-37,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,2.9883739786697605e-07,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,1.5998061066457105e-19,,,,,7.465864524062019e-26,3346301.3904475844,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,1.7143365165241167e+25,,,,,,0.0005299660145006817,,,1.0114533522725234e-08,,,1.339429608958295e+25,,,,,,,,,,,,,
$\hat{S}_{x}$,,9.999999999999971e-161,9.999999999999971e-161,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.0000000000000027e+160,,3.553411429156399e-10,,,,,,,,,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0000000000000027e+160,2814197060.871743,,5.025218869130401e-88,,,,,,,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,z}$",,,1.9899630763207858e+87,,28265831.42822229,2.123324019387127e+47,4.980701462030446e-64,,,8.430819238859246e-50,,,,,,,,7.366261949819131e-22,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,,3.5378403870389616e-08,,,,,,,,,,,,,,,,,,,,,,,,,
