ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,y}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,z}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{x,z}$"
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1e+160,,,,5.6965183894843354e-08,,79.14007070393892,165420356.30664292,,,,,,1.449970709102501e+20,,5.787891761613799e+22,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,0.01263582393982153,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,6.045205211299875e-09,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.803373315610555e+25,1.228945917256423,,,,,,1.7132942170857104e-14,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,4.047484123133194e-58,3.5671310504081295e-26,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.4706705933311752e+57,,0.8137054576270236,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,2.6915806175026773e+127,,,,1.6978061901404648e-11,1.7277448182983588e-23,,,,,58367091304433.75,633220.6176406603,,1.9604869668768774e-06,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,1.5792284270937614e-06,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1e+160,,,,0.00027275093696043176,6.89669104156578e-21,,,,,,,,,,510077.3516454609,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.1522050291739584e-98,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,8.679010893720212e+97,,,1e-160,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,,3.614978050231931e-30,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1e+160,,,,,1.1304442994613065e-137,,,,3.0240073121566717e-146,,,,,,2.167211442988628e-126,2.7662685252980766e+29,1e-160,
"$S_{x,y,z}$",,,,,,,,1e-160,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1e+160,1.320103424796575e-36,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,8.846079373185681e+136,1e+160,1e+160,,7.575164045605728e+35,,,2317060614.483222,,,,,,2146321103019782.0,,2.0727846604121234e-18,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.1206426251843507e-23,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,3.2712159206690136e-14,,,,,,,,,8.923451397679037e+22
"$S_{x,y,z}HF_{x,y,z}$",,,,,3.306870310729562e+145,,,4.3158128611280707e-10,,30569672692088.29,,,,,,,,40037266001863.87,,0.8964665240451919,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,957119547406020.4,,1.1915415494686343e-22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.8870202862578934e+43,8.392489548064422e+21,,,,,,3.0342442660072487e-23,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.0448015639323155e-15,5.299360093171425e-44,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,1e+160,,,4.8244278293779635e+17,,,,1.1154906214318259,,,3.295713569283255e+22,4.4069230186099594e+48,,1.4871015719244244e+16,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,2.26915695095446e-49,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,4.6142244368227406e+125,,,4.659135106080086e-16,,,,2.4976730427932984e-14,,,,,,,,6.724490235767304e-17,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8276.262695356725,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,0.0001208274841929601,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,2.6094441629151026e+53,,,,1e-160,,,,,,,1e-160,,,7.104264180577523e-158,,,1e-160
"$S_{x,y}$",,,,,3.832233753884446e-54,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,3.6958472632048655e-156,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,3.637200777099305e+26,2.016351898036793e-06,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1e+160,2.7057395200169794e+155,1.2578103846880972e+52,,495945.17751273623,,,,,,3.3571516146998697e+18,,,2.9368480160723714e+19,,,1.030349120986105e-21
"$S_{x,y,z}HF_{x}$",,,,,,,,7.950323929373288e-53,2.749367058030565e-27,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,4.256173709646571e-37
"$S_{x,y,z}HF_{x,z}$",,,,,1e+160,,,9.705448178991416e+20,,2.3495281636027e+36,,18648198431.52405,,,6908921367809180.0,,,933385737577716.6,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,5.362448301223238e-11
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4.412963393685868e+63,,9.173367591883739e-13,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.26605097479579e-64,3.7354357536900974e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,1e+160,,,2.978715633876429e-19,,,,,2.677063844591993e+19,1090112207958.137,,,,1.2448253197845825e+21,,168961.10411018212,1.4474039387093214e-16
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,0.003275740420992134,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,5.918521930040684e-06,305.27449415455413,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.4076053122206773e+157,,,3.4050110680816294e-20,,,,,,,8.033255623150808e-22,,,,,,1.0713684168724903e-15
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.2329234461451371e-41,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.478433874329076e+40,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,1.475389850963746e-75,,
"$S_{x,z}$",,,1e+160,,6.777869587124959e+74,,,,1.0057493730190275e-70,,,2.274277920922074e-42,,,1.2739085839828251e-62,,,8.439279715867868e-27,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1e+160,1e+160,7.696338361560604e+34,,,,7.37236213013939e-09,,,9.11027183194628e-09,,,44941.93100398048,9.942834933102974e+69,,
"$S_{x,y,z}HF_{z}$",,,,,,,4.626134795222025e+113,,1.2993191736404215e-35,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.1616317817475235e-114,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,0.007876179513762313,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,126.96511021018077,4.74227851813766e-22,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,135641736.3048189,2.1086909935283809e+21,,,,,5.849039325345791e-18,,,2.262800810608938e+16,4.39699999195597e+41,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.919501294910869e+20,,1.6581080117631476e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,109766208.7857113,,,1.7096824698488083e+17,2.1573731827144885e+39,60309701.9558244,,2.680642961186956e+30,,1231985.4845755596,7.849856830963014e+61,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.5513449920233807e-21,4.635266666019099e-40,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,3.730448308405877e-31,,,,,4.1141825186213704e+20,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.4306165209585595e-21,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,2.2250935321658312e-05,,,4.4193019346271666e-17,,,8.116978751129664e-07,,,,1.1849352476370232e+26,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e+160,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e-160,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,1.879968797327957e+70,,,,2.0495943722403807e-150,,1.3204909396165385e-146,,2.3677436497664774e-135,,,1.8851946419543305e-148,,,6.961343480738893e-150,,,
"$S_{x,y}$",,,,,5.319237220433249e-71,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,4.266581404341354e-60,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,4.879014177360933e+149,2.343796836930088e+59,1e+160,,7166521.628638959,7.242977383289309e+31,,25923553137.278255,,,1.508538665489401e-06,,,0.32502488256806683,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1e+160,1.3953770766612708e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,9.718414761532443e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,7.572941017606627e+145,,,1.380647690971889e-32,,,,0.01703311430539144,,,2.811342125045134e-17,,,2.570080471375069e-18,,,1.0289744001853194e+16
"$S_{x,y,z}HF_{x,y,z}$",,,,,4.223430184676566e+134,,,3.857495902295866e-11,,58.70916980128954,,,,,2.397590953006013e-11,,,3.550706539592709e-20,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,5.304492054800914e+147,,,662893.1845612186,,3.5570199410857748e+16,,41708532422.77362,6903863282779366.0,5.476038150391539e+19,,6.198370628976042e+21,,1.378014793579829e-15,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,3.7816616754743527e+27,1.4484643728307127e-16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.6443402023121623e-28,,1.8261377523976885e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,3.8297739094210574e-08,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,1.6133272110661087e-22,,,,,26111201.95738053,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.43650432242981e+149,,,3.0766875203487833,,3.8909287516004134e+17,,2.8163408855374094e+19,,,725681614347683.5,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,3.624442016442004e-57,,
"$S_{x,z}$",,,1e+160,,2.759045379850406e+56,,,,9.314887866564866e-75,3.402475600767754e-81,,,9.852408645429797e-103,,,,,1.3352214592382876e-39,,,
"$S_{x,y,z}$",,,,,,,,,7.3099850276775375e-56,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1e+160,,2.0121391544542203e-14,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1.3679918580048186e+55,1e+160,49698352014388.56,,1.7954450890312733e+24,,,1.778838297466156,,,,,1.1983256737636862e+16,1.0735502287573741e+74,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,5.569649587777406e-25,,1.162726354225465e+16,4.4778858328512574e+20,1605.2047501307627,,,,,20717937722.429417,2.9390365055795085e+80,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,8.600475910483142e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.233196730170448e-21,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,7.948094059440399e-24,0.000642192354479925,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,0.5621646449958029,0.0006229734866648871,,,,1201677.5580974796,1.2581632684784898e+23,,2.5519977504009836e+33,2.0499866535408477e+21,1.0149802307112654e+102,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,8.321699887474144e-07,,1557.1658445075122,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,1.9027630106804e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,3.918498751979207e-34,,,525551.5239611552,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,8.344976844727131e-17,4.826735234933115e-11,,,4.878080539074466e-22,,,,,,7.489394310442527e+38,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.708004984728874e-52,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.4907561969267355e+51,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,1.2398717646827763e+141,,,,2.452708668449737e-55,,4.657900543248007e-50,,,4.4997582942945415e-31,,,,3.8261242863942336e-57,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,8.06535021188947e-142,,
"$S_{x,y,z}$",,,,,,,,,9.385793632592994e-103,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.7177765260523345e-146,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,5.821479015655926e+145,,2.8979754831322684e-11,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1.0654400034190098e+102,1e+160,34506848171.0947,,,2.7544553235329484e-18,,,1.1890945797782068e-18,,,,4.8501894411250403e+27,4.0771250693710055e+54,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.93115063837815e-25,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,3.630481828680995e+17,5.178259945789812e+24,,1.2584097597380343e+29,,8.216910194591244e+31,,,,0.07075310964330171,2.14688997911211e+49,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,7.946537224951053e-30,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,8.409759972049682e+17,,1.2170024696853168e-32,,1587979221706088.0,,145604062650798.3,,484905077.6815077,1.2956144739813602e+16,2.222341589475923e+30,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,6.297311616745358e-16,4.1217567642239826e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2426149957.900957,6.867940233222038e-15,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,2.5601183189466508e-15,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,2.062259287490517e-09,,,,,,390606946795898.7,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,2.0617751371130815e-28,,14.13365440814475,,,7.71834538809256e-17,,,,,2.613610863494471e+56,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,48484509281815.47,,1e-160,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.0625144294799712e-14,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,3.6934841863642584e-90,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,2.7074706416554783e+89,,,,,1e-160,,1e-160,,1e-160,,,,,1e-160,,,
"$S_{x,y,z}$",,,,,,,,,9.922898103352565e-109,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1e+160,1.0077700985986529e+108,5.199928227304952e+140,152442353691048.6,,,6918007.819384154,,1.1122381464182805e-14,,,,,106726447259664.9,,,
"$S_{x,y,z}HF_{z}$",,,,,,,4.604447502379356e+158,,6.55985673132991e-15,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.1718132294553218e-159,1.923103466599741e-141,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1e+160,,,,1.445502847218552e-07,1.5085460341180028e+61,,153057353806.28796,0.9257592293335523,,,,,1.2294331954711395,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,6.628899465999174e-62,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,6.533498555486705e-12,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4.556364962845156e-14,,2.527274449504946e+58,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1e+160,,,,89908802644494.89,,1.0801944699162147,,,21947320027137.7,3.1365264414716282e+75,262700710.02989584,,10377.393321433343,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.188240299134254e-76,3.9568318359562596e-59,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,4.995892948172586e-30,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,3.806613236356301e-09,,,,2.0016441712702898e+29,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1e+160,,,,9.369748789323091e-15,,0.8133829505203681,,9.636331292701531e-05,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.648468830648136e-37,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.0364338814294797e+36,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,1e+160,,,,5.227939805477779e-81,,1.2348087376300468e-69,,,,2.655291771379726e-79,,,,,2.9995014197769585e-51,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1e+160,2.204584197590651e+131,11105171.749759534,,,1347.591085659186,,,,0.004314011286859787,,,,1.9127993764431083e+80,2.5019242341484016e+32,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.4571141560750796e-133,4.536002757766664e-132,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,4.0698149800144816e+132,,9.00481345569152e-08,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,6.1670804429094464e-40,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,0.0007420648671854646,1.6215128199758483e+39,,0.29547825023578744,,,2.7133287049736648e-27,,,,8.098420180596452e+68,9.967384850768813e-09,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,3.3843438534038097,,,,2.446952490679293e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.7402626663596212e+38,1.7688471714269356e-10,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3.649285202752034e-39,,1.3626729795489668e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,231.80282421743738,,3.685509972186381e+26,4086716042.951828,5653399661.392433,7.33851786164419e+19,,,,,3.766064470875026e+78,2.085356058767709e+28,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,,0.0040820478366734555,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,3.996923593253324e-33,,100327218.7210537,,,,4.7953441609915094e-29,244.97508113842207,,3622778517711.8516,3.3338874034417344e+50,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,,2.760312271674837e-13,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.251594351503949e+33,1e-160,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.5995919501069827e-34,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,3.1380569656683054e-82,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,1e+160,,,3.1866852990255774e+81,,,,6.062373343481211e-99,,,3.33369942532829e-65,,8.277802513956429e-102,,,,2.5081851358409427e-114,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.6495189974983753e+98,,1e+160,3.8970080468851254e+60,3.0765887014059664e+23,,,,7.338314131339621e-23,,26933.353519346965,,,,3.1144161839202446e-25,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1.685912143991152e-83,2.566071170418288e-61,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,5.931507187750871e+82,,3.2503532225253617e-24,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,311.0958145269355,1.3489868858968947e-50,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,0.0032144437607450273,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.999670553386869e+64,,,,,1.3627108108241318e+22,7.412970507382913e+49,,,,4164689315.746205,,,,2.1190109234654686e+28,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,7.795281543032032e-65,3.56373951652758e-92,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.9464146324831428e-11,1.2828273032599701e+64,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.2080500813035749e+101,,,,,3.712868504405412e-05,,,2.4011394948936924e-10,51376514711.269295,,2.8060412254102548e+91,,,2.001393764431269,,6619395411019098.0,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,1.5107119878883978e-16,,,3019627.0088087325,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,,3.3116672922941836e-07,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,3.9869465204557984e+113,,,,,3.210874658187971e+24,,,4.719182845761748e-29,,0.49965180154549316,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,,,,,,,,,,,,,,,,1e-160,,
"$S_{x,z}$",,,1e+160,,1.0740574846087664e+52,,,,3.689642707714077e-107,,6.795186749217109e-132,,,,1.2509919803383444e-129,,,2.607314232771516e-100,,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,9.310488631474485e-53,,
"$S_{x,y,z}$",,,,,,,,,7.618729883873432e-82,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.724325985723866e+131,,2.1893147833056618e-58,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,1.3125547371310542e+81,1e+160,4.5676391884135224e+57,,,9.745920727926671e-23,,,,0.30530996553513423,,,2.6343756790044184,2.7102895299570926e+106,,
"$S_{x,y,z}HF_{x}$",,,,,,,,2.6850496004732478e-132,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,3.9884272831481597e-23,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,1.026070320000169e+22,2.5072539349662566e+22,,11894895800.748404,,,1349993168171.426,,,1.300776861003832e+30,1.4716299005545544e+131,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,8.406967297158517e-11,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.589717038021041e-13,1.21270071739167e-16,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,3.27535984044033,,7.407444893624951e-13,,8246057627069306.0,466722848.7359278,,1.2294012776502384e+29,,8.99822044946296e-09,7.99365636004748e+128,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,3861425728442.3643,,2.1425991950220566e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,8.134040676379528e-30,,,,,8.221254205500318e+25,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.2163594203557939e-26,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,0.379596580688871,,7.687713626980439e-31,,,,111133085.21571983,,,,3.8353643279008323e+99,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.5760171489358527e-123,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,6.3451086219157765e+122,,,,,,,,,,,,,,,,,1e-160,,
"$S_{y,z}$",,,,,,,,,,,,,,,,,,,2.9693014833958083e-93,,
"$S_{x,z}$",,,1e+160,,3.367795441426046e+92,,,3.3003524900860773e-74,,2.75306148353202e-84,,,,,5.814986702276538e-61,,,1.0442480223046433e-45,,,
"$S_{x,y,z}$",,,,,,,,1e-160,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1e+160,8.248396096542574e-07,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,1e+160,1e+160,,1212356.9095077326,15665.258858888861,,,,,3.6903192875269525e+21,,,38.719424818280416,3.029979382517165e+73,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.638096607621967e-30,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,6.38355234987116e-05,,,,3.970706224620121e+38,,,4168746.425806568,,,9.488328209224497e-11,3.63231989543894e+83,,2.1560568582307245e+29
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.5184436808735963e-39,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,443.3980936040613,3.823489089447936e-09,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.0022553096515858374,,0.1646839756117977,,,,,,
