ModelName,"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$","$(\sigma_{x,x})^{\otimes2}$","$(\sigma_{x,x}\sigma_{z})^{\otimes2}$","$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$","$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$","$(\sigma_{x,x})^{\otimes3}$","$(\sigma_{x,x})^{\otimes4}$","$(\sigma_{x,x})^{\otimes5}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$","$(\sigma_{x,x}\sigma_{z})^{\otimes4}$","$(\sigma_{x,x}\sigma_{z})^{\otimes5}$","$(\sigma_{x,x}\sigma_{z})^{\otimes3}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$","$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$"
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,2.512546384565205e-22,4.537642202300487e-38,6.734683990875689e-12,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,0.0008460657494827278,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",1181.9412387410616,,,,,,,1.963042495119263e-21,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,1.074824214568223e-53,,,,,,,8.340821101520987e-35,1.4495455222791625e-67,1.7765912802354164e-48,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,9.303846958841718e+52,,,,,,,,,5.4486334941316293e-08,,2.1134939994719345e-20,4.389721546291061e-26,10.556155127912719,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,,,,,4.322012216963528e+56,,,,,210.6393995955062,,,,,4.0895188661258017e-16
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,,,,,,38174713950.11195,8.691083641556721e-16,0.003581865752375451,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,,,,,2.6195350181453485e-11,,1.7208090848139821e-13,3.774421617881226e-09,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,5.094133226796223e+20,,,,1150604506000224.0,5811219901294.855,,670092808.6885821,,,,,,,,,,,4.123413461414332e-09
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,279.1841093812106,264941254.90976566,1.492330595156019e-09,,,,,,,,,,,,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,2.3137370969824787e-57,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,1.1989227293433322e+34,,,,,,,,,1.6347098477231427e-30,4.8606416256205236e-17,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,6.898714008151127e+66,18353225.649642892,,,,,,,6.117293545351919e+29,,2.837534686523177e+18,,4.251844543827326e-12,,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,5.628756659593026e+47,,,,,,,,2.057341554927611e+16,3.5241859940936866e-19,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,4.731501486400502e+19,,,,,,,,,,,0.19156589131136825,4.389291778814627e+36,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,2.2780488225840074e+25,0.004747449916398898,,,,,,,235192041875.5111,,5.220135970732991,,7.1182439791135006e+44,,,,0.00019349064581939465
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,0.09473146120747954,,,,,,,,,,2.278271872529878e-37,1.4048408609401713e-45,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,,13665818.353033083,9.011683157210049e+24,9.581963598250974e-11
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,7.31752738231043e-08,,2.8237873749255862e+26,1.1352071285861043e-21
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,1.1096706159713594e-25,3.541343122643405e-27,,1.1880022264067882e-33
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,,,,2445275429056397.0,,,242517518.40015572,,,,,,,5168.208497962253,,10436274253.666891,8.808965120272771e+20,8.41749264245559e+32,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,31644804950.939583,,,,,,,1.6029784876627316e-06,,,,,,,,2.0998853164096257e-17,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",3.1600763586640737e-11,,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,1.5651594056466186e-46,,,,,,4.376710547358269e-30,3.582191062862119e-42,3.383011754019097e-05,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,6.38912558294257e+45,,,,,,,,3.191511482884762,,,1.3727989322968233e-19,4.983219729253757e-15,3307576700071196.5,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,,,,,,,,4.732860869494138e+31,2.6904897810165453e-07,,,7.600882161108046e-22,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,,,,,,0.0013663340091474023,2.5144802706303754e-12,6.161665433332413e-22,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,731.885463806909,,0.9416341495841888,1.4338440068772745e-12,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,397696498827.2912,1.0619835744504218,,0.02424351749384575,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",623838.6900987539,,,,,1.6229378417568026e+21,697425936994.2688,41.24813984826465,,,,,,,,,2.3590198715978752e-17,,,
"$(\sigma_{x,x})^{\otimes4}$",,,2.28482096126642e+29,,,,,,,,2.764634604935667e-16,3.6460625991593394e+23,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,2.79158755759112e+41,0.3133311615398338,,,,,,3617114530125293.0,,5.460692766776619e+38,,7.912395068949896e-12,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,29559.45981600497,,,,,,,2.7426846709394587e-24,1.8312694793673365e-39,,,,,,,,,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,2.1128869569049532e-32,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,7.284387949857338e+18,3716795.384452904,,,,,,126383982509.19443,,,,1396002129329722.0,8.105582331576485e+39,6.616250455310228e-24,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,200673471035111.5,,,,,,,,,,7.163312855977814e-16,,8.924119826744142e+22,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,3.0233614838878104e-16,,,,,,,,,,1.2337176517279374e-40,1.1205586874832876e-23,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",4.762164829600292e+16,,,,1.315636762686269e+21,,,,4.2390486491436504e+16,,,,,1.511430086806034e+23,,,,6.115229193768313e+18,718280872935.2295,3.0092362632943706e+21
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,1.6352616857256044e-19,,28869.98507202426,10392.929126017792
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,1.3922130432257443e-12,3.463805047024513e-05,,1.3139689806319134e-14
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,3.3231023173476147e-22,9.621926483618436e-05,76105297365473.61,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,4.3088665162439074e-15,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",232079595928562.78,,,,,,,,,0.3904903483589041,,,,,,,1.3870718197752852e-20,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,1.797342602513869e-55,,,5.15938150369549e-32,1.4488250722705134e-51,4.2380480067594434e-45,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,5.5637695261957356e+54,,,,,,19329876.85933065,,,,,2.808913858968115e-06,3.283441393018904e-09,8.515237745244267e-25,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,1.576094251798309e+40,,,,,,,,,,5.298661064716534e-12,7.643027119115272e-28,,,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,6.344798217866789e-41,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,1.9382168178176665e+31,,,,,1.720250806733954e-15,3.4416035520000734e-16,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,6.902144497215657e+50,,,,581310583366960.9,,0.48814684581112044,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,2.359576858037137e+44,5.1733386988303234e-08,,,2905622291733323.5,2.048563887242512,,,,,,,,1.9728321703546705e-24,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,2.560882757288763,,,,,,,,,1.8591601279224218e+17,26221363.770301323,1.49076376786167e+20,,,,1.525807710629265e-21,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,,,,5.3787728393114914e-18,,1.5092966828692624e-05,2.0313300211735e-06,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,,,,3.813684172798875e-08,66256.02582647573,,60155.35237982027,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,,,,,,,,,6.707970917715457e-21,492288.2985908413,1.6623624672431647e-05,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,356009.4934229706,,,,,,,,,,,1.0578779637406552e-14,2.2738680777538999e-07,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,304558504.4173933,,,,,,,,,,94528861955305.44,,0.0002565648547880719,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,1.1743653317941672e+24,188726923233.2938,,,,5.068854893116542e+23,,,,,4397792.50952759,3897.6499755822815,,2.410992372820822e-19,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,7.209432026108112e+19,,,1.3083821166864528e+27,,,,,6.553905797130791e+20,,,,,,4.1476696951555103e+18,,2.0370054798215077e+41,8.524012391602386e+55,4.1614326762184294e+18
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,4.909166960550469e-42,,2.6460043559251225e+21,6.318835164507819e-17
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,1.173156436263715e-56,3.779283272004932e-22,,2.9954808060864805e-31
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,2.403018570298531e-19,1.582570163591047e+16,3.338362235431829e+30,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,1.6900817333346344e-08,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",59168736.06029331,,,,,,,,,,0.0986445883816585,,,,,,,1.4600217013049824e-14,,
"$(\sigma_{x,x})^{\otimes2}$",,,,4.622437612183574e-129,,,7.43197243107772e-53,2.851177822521454e-85,1.3812095045130725e-75,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,2.1633607284698737e+128,,9.907054269201236e-13,,,4.893007902731638e+22,,,,,,3454514.3652805705,1713480486.2349787,39675087.15533244,,1.6378584690775902e-17,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,1009381772651.4037,,1.5670435604547667e+38,,,,,,,,,,,,6.826521465427162e-05,,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,6.381443536322585e-39,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,1.345537822258833e+52,,,,,5.996156353860208e-26,1.3426058998323972e-19,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,3.5073224549552816e+84,2.0437326484629756e-23,,,1.667735030552063e+25,,8.79454526555548,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,7.240031267758594e+74,,,,7.448202038474835e+18,0.1137068455280545,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,,,,,1.3714385372497518e-12,1.0270501313803155e+17,4.465217468787177e-20,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,10.137403545453235,,,,,,,,729161368037.2251,,1.3946375299680492e+19,14.540207943128518,,,,,8.873591332832337e-15,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,,,,9.736623066841331e-18,7.170321883012211e-20,,6.057862659201072e-21,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,,,,,,,,,2.239532580417893e+19,0.06877480734191184,1.650747229274232e+20,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,2.89476289359353e-07,,,,,,,,,,,300912812745.95154,735279534.0484464,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,5.836074633083769e-10,,,,,,,,,,3.3232217361387643e-12,,2.2450977800022642e-18,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,2.5204733541854296e-08,,,,,,,,,,1.3600269743589948e-09,4.454148985880657e+17,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,,8.07958039006949e-06,8.150510886886442e+23,1.3873538529086527e+23
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,68492132624206.18,,6.1055336518983864e+16,14648.749074685962,,,,,,112693943465707.56,,,,,,123768.80378949967,,4.2967702702913053e+24,1.2566018426253293e+17
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,1.2269169551186352e-24,2.327329452342826e-25,,6.202410422479076e-05
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,7.207966431227714e-24,7.957970186568967e-18,16122.764085003979,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,519334.8837467211,,,,,,,1.0299286001206494e-10,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",1.9255398227547113e-06,,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,6.19153800102597e-58,,2.8113016022312145e-44,3.8945978174375136e-36,4.060085341632296e-51,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,1.615107586894072e+57,,,,,1810293751912.1726,,,,,,4.703812793502305e-07,2.6580155215055983e-16,0.00022402233371628073,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,,,,,,,,2.4838990888214615e+76,,106.5114266647405,,,,,9.550973723000701e-28
"$(\sigma_{x,x})^{\otimes4}$",,,3.55707121287286e+43,,,,6971447177984777.0,3.60890955746246e-06,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,2.567659221505853e+35,,,1.434422401073213e-16,,7.839745733347948e-22,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,2.46300241461911e+50,5.52396537271215e-13,,277092.0091173279,1.2755515727331527e+21,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",9709410923.076187,,,,,,,,,1066.646982943909,8.27709393237077,384230822994420.2,,,,,,,,7.1859807421475166e-37
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,,,,,,,,0.0009375173004662089,,1535604595805001.8,89154010333457.84,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,,,0.12081534994898561,6.512093039652407e-16,,7.624616094216151e-16,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,,,2.6026022384323966e-15,1.1216545349555842e-14,1311541443717508.2,,,,,,,,,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,4.025928446531502e-77,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,2125934.946606225,,,,,,,,,,,1.1494059909415772e-13,1.0049734122774969e-05,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,3762205268965333.5,0.009388664027077947,,,,,,,,,8700146057015.19,,23.60502882516863,,,,1.1665944941871343e-20
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,4463.840651113284,,,,,,,,,,99505.12001444635,0.04236385421964661,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,,1.4150611620793692e-23,1.2579163691611834e-27,1.0288957328428785e-47
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,7.066832351829546e+22,,4.041532159553061e-09,2.7109592945208998e-30
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,7.94965408286109e+26,247430914.94058195,,8.021952906327989e-17
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,,,,1.0470136647866544e+27,,,,1.3915984969661245e+36,,,,,,8.571958851021195e+19,,9.719157812395252e+46,3.688731151445515e+29,1.2465792453246218e+16,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,6.405867804570151e-06,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",156106.8742765138,,,,,,,,,,,,9.732534448531632e-11,,,,,2.7609345337091865e-26,,
"$(\sigma_{x,x})^{\otimes2}$",,,,1.1584955277125054e-58,,6.243358323751677e-36,1.0320617560833436e-61,2.4322380107307702e-49,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,8.631884854786958e+57,,,,0.4424300871693019,,,,,,,193163.50149070332,0.002254222108848789,6.49839671752384e-16,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,,,,3.4973954886939425e+26,,,,,,,7.188258386115228e-06,,1.0359873702532011e-23,,
"$(\sigma_{x,x})^{\otimes3}$",,,1.6017020778635898e+35,,,,2.622484626127931e-39,4.296512440225303e-09,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,9.689342659057367e+60,2.2602441131390245,,3.813177740059772e+38,,4327642595.0888405,,,,,,,,1.7854407997661163e-44,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,4.111439734056077e+48,,,232746911.34085518,2.3107268634772077e-10,,,,,,,,,,,,,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,2.8592705721520708e-27,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,,,,,0.05250987812316263,3.4803160334898515e+17,2.900420877834572e-06,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,,,,19.044035822259698,,1.1506704117150892e+20,3.049754985843735e-08,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,,,,,,,,,2.873302281681759e-18,8.690585851681778e-21,,2.4244452793481133e-13,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,10274815930.919949,,,,,,,,344777.5485420554,32789519.310297754,4124654858239.9053,,,,,,2.208251417638135e-13,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,5.176961446042789e-06,,,,,,,,,,,4.994063715484185e-19,1.2411816347899367e-32,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,443.61200969264337,,,,,,,,,,2.0023773363152773e+18,,1.357677558121734e-10,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,1538841107227817.5,139115.75604065522,,5.6008577833048e+43,,,,,,,8.056838515575077e+31,7365519110.321308,,,2.9311419705930544e-15,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,,2.43722244687861e-09,1122293588048534.5,1.3390388104924255e-05
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,3.6219620124659268e+25,,,9.652627326485597e+22,,,,,,,,4528469865399.491,,,341163959314352.56,410303130.6316402,,6.990374636987369e+27,1.9110234627648995e+19
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,8.910324452078703e-16,1.4305384931857793e-28,,5.950981810359164e-29
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,74680.4343656219,5.2327981287743264e-20,1.680394986688165e+28,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,9.673866851260598e-38,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",1.0337128010705361e+37,,,,,,,,,,,,1.0169089696004014e-05,,,,,,3.092648807609044e-05,
"$(\sigma_{x,x})^{\otimes2}$",,,,6.000285400790905e-48,,,2.380161586984584e-30,1.273154312385414e-10,6.008401661665781e-39,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,1.6665873924400141e+47,,,,,,100204808005.03671,,,,,8.188850473123243e-16,69742263009.37685,6.2625698796529345e+19,,,,
"$H_{(1,2)(1,3)(2,4)(3,4)}\sigma_{z}^{\otimes4}$",,,,,,1.4800035543528085e+43,,,,,,,,0.0004093702880151127,,,,,5.241977123965038e-38,
"$H_{(1,2)(1,3)(2,4)(2,5)(3,4)(4,6)(5,6)}\sigma_{z}^{\otimes6}$",,,,,6.756740529838055e-44,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes4}$",,,4.201395424026213e+29,,,,,1.018027093932977e+25,6.061854248531609e-07,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes3}$",,,7854507425.155517,,,,9.822921275470848e-26,,3.054971784995786e-31,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes5}$",,,1.6643361351490574e+38,9.979561060081426e-12,,,1649660.2508089577,3.273352653898175e+30,,,,,,5.753518647917527e-39,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes3}$",,,,,,,,,,,9.558938093513279e+19,618648408503723.2,0.32229723139809985,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes5}$",,,,,,,,,,1.0461413079749963e-20,,15857295.849640276,1.3628831665049735e-24,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes2}$",,,,,,,,,,1.616427014527722e-15,6.306245462543256e-08,,2.770737116586581e-12,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z})^{\otimes4}$",,98337.21895411682,,,,,,,,3.102726001281734,7.337386098651697e+23,360914788347.71356,,,,,,,1.9834836495567825e-17,
"$(\sigma_{x,x}\sigma_{z})^{\otimes3}$",,,,1221172621581156.0,2442.776208426448,,,,1.7380668442987455e+38,,,,,,974863376315766.5,1.5005768281366535e+54,,,1.1712663690981715e-30,
"$(\sigma_{x,x}\sigma_{z})^{\otimes4}$",,,,1.4338508055948085e-11,,,,,,,,,,1.0257847656347812e-15,,1546563847.5319672,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes5}$",,,,1.59678856957588e-20,,,,,,,,,,6.664103971549084e-55,6.465947083890633e-10,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes5}$",,,,,,,,,,,,,,,,,,4.0638036208273685e-14,8.373572206556659e-46,1.280590966409371e-09
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes4}$",,,,,,,,,,,,,,,,,24607488286956.28,,2.489381813205509e-24,4125846.8317635935
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes3}$",,32334.74158267293,,,1.9076771537751365e+37,,,,,,,,5.041634702778891e+16,8.537767551286905e+29,,,1.1942334470072187e+45,4.017061564020697e+23,,1.2495386069109705e+25
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z,z}\sigma_{z})^{\otimes2}$",,,,,,,,,,,,,,,,,780889469.1830322,2.4237448474851643e-07,8.002954006136202e-26,
"$(\sigma_{x,x}\sigma_{y,y})^{\otimes2}$",,142881.98996028438,,,,,,,,4.040652278889605e-07,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{y,y}\sigma_{z})^{\otimes2}$",6.998782703670078e-06,,,,,,,,,,,,,,,,,,,
"$(\sigma_{x,x})^{\otimes2}$",,,,6.9553495294779e-58,,,7.453542122036998e-59,1.6192194592317231e-47,2.9152980451436214e-32,,,,,,,,,,,
"$(\sigma_{x,x}\sigma_{z})^{\otimes2}$",,,1.437742266958458e+57,,,,0.0007333517136769439,,,,,,,6.8068682529515874e-15,2.99445472892104e-18,0.30884007866551605,,,,
