ModelName,$\hat{S}_{x}$,$\hat{S}_{y}$,$\hat{S}_{z}$,"$\hat{S}_{y,z}$","$\hat{S}_{x,y}$","$\hat{S}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x}$","$\hat{S}_{x,y,z}\hat{A}_{z}$","$\hat{S}_{x,y,z}\hat{A}_{y}$","$\hat{S}_{x,y,z}\hat{A}_{x,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$","$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$","$\hat{S}_{x,y,z}\hat{A}_{y,z}$","$\hat{S}_{x,z}$"
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,765779752104.546,0.4928797821547426,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,6.789656595117825e-18,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,399088441426126.2,,1.4728285385140992e+17,,4.013858339578276e-39,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,209125.04046159808,,,,,1.9450029438824724e+45,,2.491368442527214e+38,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,4.568969460366761e-34,,4.2760559360699884e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.453069862480042e-28,233860364539.35492,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,4.781828124421243e-06,,2.1886773564026574e+33,2.2456418400834867e+27,,2.816398502310691e+25,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,2.035154798986556e-08,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,3.5506339006342967e-26,,,,,31.306578375304742,49136311.42446604,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,5.1413803929976235e-46,,,,,0.03194216844817574,,,,
$\hat{S}_{x}$,,8.844051990874826e-34,4.910067181450997e+72,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.1307034389121486e+33,,5.651912534803326e+122,3.8869318114468796e-116,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,2.03663201142695e-73,1.76931258904345e-123,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,2.57272329052708e+115,,,1.9847921322783233e+96,5.54918993722386e-38,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,5.038310983488784e-97,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,1.8020648262407079e+37,,,1.7516396892415156e-36,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.1571865120267923e-30,,4.8004486143010626e-17,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,5.708936638864434e+35,,8.641649289953417e+29,1.103244813957968e+22,,6.691939187084089e-12,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.064171318534732e-23,2.083138640461415e+16,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,149433515763.2738,,,9080.132735699863,,1.0615795218325171e-68,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.00011013054865028069,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,9.419925492475425e+67,,3161524.1315207426,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,3.1630313684146523e-07,,15633150955182.717,2.293048754937393e+21,,2.8533658915733715e+29,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,4.36100627100405e-22,1.2032369327670019e-05,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,6.396663109483243e-14,,83109.15105476095,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,3.5046329072385144e-30,,,,,125895.75816058189,386326732.59633857,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,,2.5884825346654707e-09,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,7.943079374640131e-06,,,,
$\hat{S}_{x}$,,2.9577097247894885e-54,4.21832147890003e+23,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,3.3809943944758603e+53,,8208876193.297919,3.0302383558723e-96,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,2.3706111660810643e-24,1.2181935461719391e-10,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,9.93522049136862e-118,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,3.300070431958264e+95,,,1.006520188322711e+117,2.5264736289364803e-19,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,3.958086039556052e+18,,,,,1.4864380405734483e-51,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,2.6212479078930214e+31,,6.756460277029866e-05,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,3.8149768169154494e-32,4.543774108593894e-30,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,6.727491982203396e+50,2.2008136322372276e+29,14800.649437690457,,,1.5746622302705395e-15,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,1.4566449350149253e-13,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,635056827284281.9,,,8.796034104025631e-13,,,,,,,,6865090976956.259,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1136875992263.7585,,,1.8195298741563324e-15,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,549592515189492.75,7.4216109715578045e+28,,2.0271140443224956e+38,,7.303950361542094e+30,1.1185734078529735e+29,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.347416354525113e-29,4.716504307395503,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,0.2120214325749676,4.933121561664386e-39,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,1.3691221195387047e-31,,283073.29990803375,,7542.268575619957,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,3.532653910930084e-06,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,8.939958638203574e-30,,,0.00013258610323589574,,,,
$\hat{S}_{x}$,,7.340636246027642e+27,6.700559971879513e-26,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.3622797350040963e-28,,4.20917917889587e-54,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.4924125807346505e+25,2.3757601125982827e+53,,,,,,,,,,1e-160,,,,,,,,,2.8748131827576024e+36
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,2.102022814085175e-11
"$\hat{S}_{x,z}$",,,3.4784869013323907e-37,47573222959.2956,,6.060479695330067e-67,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,4.871822397833541e-66,,,,,,,,,,,,,,1.6500344036637151e+66
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,1.2917823246924298e-07,1043258601.9224038,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,2.052619981476935e+65,,1.2414912823784842e+16,7741242.319893931,,1.0557480770093222e-32,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,8.054829012445191e-17,,9.5853511119612e-10,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,9.471956632237087e+31,,,1.8274584936955523e+24,,9.288246809545218e-45,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,5.472080506615305e-25,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,1e+160,,,,,,,,1.0766294441835178e+44,,,,16409378.563782196,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1601167805839634.5,,1.7573391605413616e-05,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,6.094075995096733e-08,1.332886660126344e+41,56904.21191615296,,,,,8.092917876534939e+19,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,6.245441585528327e-16,7.502513378783535e-42,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,1.8496154400395516e-27,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,1.2356482732877547e-20,5.4065292619887316e+26,,1.9161879255750648e+18,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,5.218694819298014e-19,,
$\hat{S}_{x}$,,8.922068162561952e-147,8.174426558459086e-117,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.1208163643000596e+146,,6.017819016025198e-42,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.2233274014373239e+116,1.6617315963425326e+41,,,,,,,,,,,,,,,,,,,1.9670345050225264e-140
"$\hat{S}_{y,z}$",,,,,,,,,,,,,,,,,,,,,1.2455671877646988e-43
"$\hat{S}_{x,z}$",,,5.083794907748952e+139,8.028470963454048e+42,,107177575.62104297,,,,,,,,,,3.0027739519934395e-106,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,3.0653237107418363e-32,,,,,,,,,,,,,,9.330309947817691e-09
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,3.2622981921801366e+31,,536.1708728463201,1.0712076872184026e+16,,7.058288385133e-14,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,0.0018650770689787636,,940202182.8961781,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.335257876992022e-17,1.063601019218677e-09,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,14167740752932.652,,,8345.552346315953,,6.421530824975423e-61,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,0.0001198243038330996,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,1.557261075677897e+60,,,1.1698993010381219e-09,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,854774422.9889188,407450145.0434419,,2.915559616502523e+58,1.0236383370627902e-13,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.4542879961262036e-09,4.885657841162714e+38,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,2.0468072724511853e-39,3.429873271463371e-59,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,9769075305145.197,,,2.0366265056567175e+30,1.2055514126014054e+19,,,3.3302540117484833e+105
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,4.910080455216045e-31,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,8.294959381633876e-20,,,,,
$\hat{S}_{x}$,,4.7299396032485025e-06,1.5566900115158378e-66,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,211419.19007025042,,1552295556855.2402,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,6.423886532336923e+65,6.442072165856591e-13,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,4.3457478067491213e-106,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,2.301099936004017e+105,1.2132140264769626e-24,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,8.242568732113062e+23,,,,1.4358665994184667e-52,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,0.03052053591500965,47.24837930322533,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,0.02116474712460109,8.843472007350201e-16,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,6.964435278353888e+51,32.76482440494144,,1130777594104279.0,,,,,,,,,,,1.634357886236688e-09,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,611861091.3932836,,513.5354563900263,,2.495506561636772e-63,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,,,,,,,,,,0.0019472852118715394,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,,,,,979841236545915.8,,,,,4.007202446881616e+62,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,1.0205734997693575e-15,136.6507038963946,109.59326643191977,,5747047256707615.0,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,76974035595.66031,,0.009124648188319198,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,1.2991393685695994e-11,0.007317927910259261,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,1.740023972889485e-16,,,1.1522591186860379e+41,2.8498892604010834e+63,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,3.508908271963043e-64,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,8.678603482351571e-42,,,,,
$\hat{S}_{x}$,,8.471635386094887e-107,9.195158239961486e+41,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1.1804096309921139e+106,,2.1548351875190682e+78,1.6509313496061275e-125,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.0875288645431603e-42,4.6407261483015434e-79,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,6.057187055285951e+124,,,1.300060155910575e+103,3.590548599980017e+35,,,,,,,,,1e-160,,,2.3994102854341203e-95,,,
"$\hat{S}_{x,y}$",,,,7.6919517566446e-104,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,2.7850897214023658e-36,,,1.9617609326396552e-132,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,5.097461078779085e+131,,1224363.871976816,107904022.17224123,4.778226481652275e-10,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,9.267495130105116e-09,0.0013661285369801776,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,8.167506595775602e-07,,731.9955428282733,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,,0.5061798698072747,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,2092826708.4866338,,,,1.97558231697508,1.0387222632364103e-35,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,9.6272125417264e+34,,,,,1.860569680791009e-27,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,1e+160,,,,,,,,5.374697923567455e+26,1.4042136044844734e+30,2.7487707812178427e+29,,,,6.554456464953024e+32,2.311938533946831e+17,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,1.151384114492325e-18,,3.637989776495478e-30,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,8.685198861206505e+17,7.121423669493135e-31,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,4.325374508520552e-18,260251125.31327868,,21147.859538596935,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,,,3.842442559263652e-09,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,4.167690728303567e+94,,,,,,,,,,,1.5256795210206145e-33,,,,4.728610941333808e-05,,
$\hat{S}_{x}$,,1.2844823779368657e-40,7.389571312429796e-119,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,7.785237206649724e+39,,2.2628748090737386e-52,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.353258474301381e+118,4.419157418652468e+51,,2.0909727459761145e-64,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,,4.7824630996478e+63,,,3.528527287235292e-06,,,,,,,,,,,,,,,3.9070220199452044e+45
"$\hat{S}_{x,z}$",,,,2.5594941489836417e-46,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,283404.35501733935,,,2.840688516074012e-60,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.0090195289779054e-21,,203171.40072136236,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.024901735744677e-38,4.921952580183474e-06,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,3.520273322265037e+59,,9.910610957282047e+20,1.9900886675782978e+37,,135126818886.95886,5.792491857850472e-45,,,,8.38275217662185e-17,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,,,,6.876762472034779e-07,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,7.400455425777143e-12,,,1454172.6634686396,,3.090924718283574e-75,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,1.7263727330832861e+44,,,,3.2352777603568145e+74,,,,1.0079085026541234e+18,6.605648535399999e+24,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,9.92153551008551e-19,3.265874463906921e+22,2165885627.1573505,,0.4734908335725704,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,,341134341152389.0,,4.6170489681510336e-10,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.931396459887008e-15,3.0619670506370705e-23,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,yz}$",,,,,,,,,,,,,,,,5.0378189758330415e-11,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,1.1929256393727582e+16,,,,,1.5138558986917792e-25,,,2.1119733035903288,,,1.2953321444585091e+26,19849859726.93952,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,7.72002767226959e-27,,,,,
$\hat{S}_{x}$,,2.1718746442143855e-125,1.9393184403289446e-58,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,4.604317301018641e+124,,2300189855091.1934,1e-160,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,5.1564507365297955e+57,4.347467222266981e-13,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,6.440640151691509e-108,,,,,,,,,,,,,,,,,
"$\hat{S}_{y,z}$",,1e+160,,,1.5526406947877213e+107,8.735599813404401e+52,,,9.935405188394952e-74,,,,,9.260296346602589e-128,,,6.622715070348657e-108,,,,
"$\hat{S}_{x,y,z}$",,,,1.1447410840244113e-53,,,,,4.767003533124222e-124,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,1.0065014773308389e+73,,2.0977538469425367e+123,7.729713006679702e+34,6.936851623172544e+36,,,600600.0424110247,,,3.7619211798874105e-40,,,2.6241890361315494e-40,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,44589.25397649381,,1.4415761707508653e-37,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,2.2426928257807847e-05,1.2937090926090542e-35,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y}$",,,,,,,,,1.6650015474285353e-06,,,1.249460333041649e-28,,,,,,,,3.979681548184472e+56,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,,2.512763867893398e-57,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,,,,,,,,,8.003455360328486e+27,,,1.3559108470537337e-16,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,1.0798790476795911e+127,,,,,2.6582162469175624e+39,,,7375116160276360.0,2.9508820940278266e+32,,9.145118775817855e+18,,0.07478397514759584,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,237785398678.94067,1.0934795102325712e-19,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,3.3888172015542754e-33,4.2054726890535706e-12,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,1.5099547381665543e+107,,,,,3.8107010822442534e+39,,,,,13.371848688524123,,181047.3297985107,,3182365528459538.0,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,,,,5.523417556684815e-06,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,,3.142316591406965e-16,,,,
$\hat{S}_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$\hat{S}_{y}$,1e+160,,3.893240865598248e-72,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1e+160,2.568554154550972e+71,,295553069.0051536,,,,1.4762205012323956e-106,,,,1e-160,,,,,,,,,
"$\hat{S}_{y,z}$",,,3.3834871123688546e-09,,,4136.000605499405,,,,,,,,,,,,,,,3.2445149825894975e+43
"$\hat{S}_{x,z}$",,,,3.08212477170281e-44,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}$",,,,0.0002417794617027756,,,,3.786708374759029e-94,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,,5.82441960728946e-11,3.3237760565811474e-11,,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,8.718164239192791e-37,17169092672.314781,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,6.774055767178198e+105,,,2.6408159832578503e+93,1.1470304671532424e+36,,30086262822.068855,0.34141729516029035,,6.755698015426688e-71,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,z}$",,,,,,,,2.9289670270819608,,,,1.2756459105602393e-81,,,,,,,,1247260.7113324068,
"$\hat{S}_{x,y,z}\hat{A}_{y,z}$",,,,,,,,,,8.017569950806303e-07,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}$",,,1e+160,,,,,1.4802319430449562e+70,,7.839165960723529e+80,,,,4.250562863506644e+17,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{yz}$",,,,,,,,,,,,,,2.438890865489618e-11,6.449604366106733e+33,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz}$",,,,,,,,,,,,2.3526295978011172e-18,41002244674.00453,,1.0164514351631307e+41,6.039737419183505e+40,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy}$",,,,,,,,,,,,,1.5504827013190025e-34,9.838148340451796e-42,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz}$",,,,,,,,,,,,,,1.6557011184356871e-41,,,6935936259.489367,6.185468963224861e+27,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xz,yz}$",,,,,,,,,,,,,,,,1.4417664214140593e-10,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x,y,z}\hat{T}_{xy,xz,yz}$",,,,,,,,,,,,,,,,1.616692292767789e-28,,,,,
$\hat{S}_{x}$,,844.5214880125337,7.753920779164937e+52,,,,,,,,,,,,,,,,,,1e-160
$\hat{S}_{y}$,0.0011841024937723772,,1.2380627716619848e+46,,,,,,,,,,,,,,,,,,
$\hat{S}_{z}$,1.2896701275141162e-53,8.077134882729673e-47,,,,,,,,,,,,,,,,,,,
"$\hat{S}_{x,y}$",,,,,,,,,,,,,,,,,,,,,1e-160
"$\hat{S}_{x,z}$",1e+160,,,,1e+160,5.061567912403146e+46,,,1.1059604087526048e-64,,,,,2.5386589324042274e-90,,,,,,,
"$\hat{S}_{x,y,z}$",,,,,,,,,2.425698301877734e-104,,,,,,,,,,,,1.9756723950093501e-47
"$\hat{S}_{x,y,z}\hat{A}_{z}$",,,,,,,1.5718948200229634e+21,,3.089788373260378e-14,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{x}$",,,,,,,,6.361748809537977e-22,1.9728069046065076e-22,,,,,,,,,,,,
"$\hat{S}_{x,y,z}\hat{A}_{y}$",,,,,,4.122524220039646e+103,5.068919809967201e+21,32364676126500.836,,,96026685.12514718,,,8.464100576266965e-50,,,,,,,9.041914991585315e+63
