ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{y,z}$","$S_{x,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{x,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y}$"
"$S_{x,z}$",,,3.7724138752514565e+31,3.373050873248665e+59,,,,,3.445835655365503e-92,,,1.6321294232291522e-150,1.151137811658907e-157,,,,,6.082253321914836e-103,,,
"$S_{x,y,z}$",,,,,,,,,5.06924524200154e-71,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.0018665697145655745,,5.122549598145741e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,2.902053667135582e+91,1.9726802556610185e+70,7786588699280.437,195215288957.2762,,,,6.628784202338829e-60,6.477064482944442e-67,,,,,2.952793098928685e+17,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,535.7421114232211,1.2842594345485472e-13,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,9.324264853096734e+24,1.1544490997830747e-35,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,1.072470608412506e-25,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,6.126965090927101e+149,,,,1.5085722652536656e+59,8.662140238039977e+34,,,6.59319071315662e-09,,,,,1.874226532416294e+52,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,5.418712920753317e-07,1361771.3118338417,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,8.687057187000902e+156,,,,1.5439092858087541e+66,,,151671632.67467964,,2.568349145491685e+16,1845456.6880080788,2.102691148748243e+24,,5.681689393005977e+50,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,3.893551629284265e-17,,7.343376904109845e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,5.826569967473167e-19,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,4.7558101939760005e-25,,,,,,1.7162756228492938e+18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.644127508462894e+102,,,,3.386624008173191e-18,,,5.335534326849904e-53,1.760039894526751e-51,,,,,,,,
$S_{x}$,,7.770493534189379e-76,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1.2869195445567287e+75,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1.0400046591314594e-52,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,2.049159920862926e-64,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,9.615341539288214e+51,,4.880048598544168e+63,,,,3.946288205150605e-91,,,1.894142930581677e-122,,,1.5258187595785855e-101,,3.7556364113150397e-65,,,,
"$S_{x,y,z}$",,,,,,,,,1.193391817911782e-50,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3.128600438083065e+46,,2.759298548757596e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,3.1963173942809817e-47,1.3421318316273266e-15,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,2.5340267816598464e+90,,8.379477594792107e+49,745083289461592.0,3624109.4695978467,,,,1.2326682499452135e-65,,,4.1013046240983607e-41,,1.4444903073079077e-37,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,0.5060105237768535,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1.9762434831118094,2.7472746212742915e-58,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,5.2794326333805635e+121,,,,,8.112482819643042e+64,3.6399710180271736e+57,,,,,1.5003272126391672e+37,,5429947327113604.0,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,6.553858338169791e+100,,,,,2.4382485371221165e+40,,,6.665212705440028e-38,3.1571934305933086e+26,6.373034430559392e+21,,,5.832385969782862e-06,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,2.108649911470179,3.167370077202008e-27,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,0.4742370910222772,,1.5691112466063128e-22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,2.6626645672812855e+64,,,,,6.922857113964973e+36,,,1.8416384906841625e-16,,,171456.41683882414,,,6.204204283570248e+31,9496064941807.97,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,1.0530677771561327e-13,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,1.6118102407558763e-32,,,,
$S_{x}$,,1.0441182323220928e-125,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,9.577459420242333e+124,,2.1040429145227963e-46,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,4.7527547708160846e+45,,4.2964633602466e-74,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,8.349926184648503e-53,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.327495700888751e+73,,1.19761537753294e+52,,6.918989572929125e-81,,,,,3.879521508585779e-156,,,1.0829122208077479e-142,,,7.364075164751653e-99,,,
"$S_{x,y,z}$",,,,,,,6.584738659612284e-106,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.7989641626543357e-16,,5.514126501450885e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.445297741035118e+80,,1.518663156874446e+105,,5558754425238355.0,4.6659913361048113e+21,,,7.469068064075267e-61,,,1.798521088356017e-32,,,1.1833744042722389e-35,,,
"$S_{x,y,z}HF_{x}$",,,,,,,2.1431672885076637e-22,181352386.40913996,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,2.37394512240896e-42,,,,,,,,3.808546008499554e+39,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.625673939000065e-40,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.5776374684014443e+155,,,1.3388551174273017e+60,,,4.212397289897124e+41,,,,,5.0397131070983306e+26,,,5.529547570096786e+46,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5294.0578935002995,,1.0470033274293574e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,0.00018889102086090426,0.00041351933350694547,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,9.234358803838197e+141,,,5.56012385105851e+31,,,,,1.984239933403195e-27,2418.266617715962,955106.8022441134,,,4.460400568750595e+25,7.440063127301118e+28,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,2.241951108620073e-26,,,,33.22335825948177,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,0.030099305199365427,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.3579437711153836e+98,,,8.450410929878004e+34,,,,,1.8084662213738701e-47,,,1.3440746172307678e-29,,,,,,
$S_{x}$,,4.850503322800265e-115,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,2.0616417172613864e+114,,6.844001774068574e-121,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.4611334611117832e+120,,1.3291076701692174e+30,,,1.907130464140308e-57,,,,,1e-160,1e-160,,,,,7.444714814669753e-128,,,
"$S_{y,z}$",,,7.523844925766499e-31,,1.996344249513639e+17,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,5.009156112447169e-18,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,6.840261215659112e-66,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,5.243479766082902e+56,,,1.4619324737346925e+65,,612538367.1495625,1.3593149462004074e+19,,,4.5196683148221704e-92,7.718905710359427e-68,,,,,5.238093477966467e-44,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.6325507978438708e-09,,2.3592198759440482e+30,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,7.356646837403105e-20,4.238689281133015e-31,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,3.3387867639170304e-56,,,,,,,,4131617756994.147,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,2.420359430170337e-13,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,1e+160,,,,2.2125517412871164e+91,,,2.9950999291335704e+55,,,2.530446854061459e+24,,,,,1.0071595080737953e+22,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,1e+160,,,,1.2955204241683054e+67,,,,,3.951871181941497e-25,,6.970055949277951e+25,3.3649028527597624e+20,,,17150.522308315452,8.443785368832291e+24,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.4347087129244535e-26,,5.553416663180603e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,2.971853999231624e-21,1.800693268038114e+19,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,1.1843029592997484e-25,,,3.7251323299963e+35,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,2.684468393102677e-36,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,1.3432347979663475e+127,,,,1.9090915505926025e+43,,,,,9.92891386104781e-23,5.830726213598455e-05,,,,,,,,
$S_{x}$,,1.4853885056891565e+41,8.034012459366248e-49,,,,,,,,,,,,,,,,,,
$S_{y}$,6.732245444002833e-42,,3.8124028595253374e-101,,,,,,,,,,,,,,,,,,
$S_{z}$,1.244708052243777e+48,2.6230176527684823e+100,,9.635897054969549e-79,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,1.0377860974389168e+78,,2.562495794790455e+58,,,,6.92277648232489e-44,,,3.714075236647346e-109,,,,2.6314150485990646e-115,,1.266099918115724e-48,,,
"$S_{x,z}$",,,,3.9024454285271276e-59,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1.7922898764528486e-29,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.111558395869067e-18,,1.1027698003342175e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.444507131716851e+43,,5.579454602394547e+28,11.233031914366132,9068075.673607757,,,,3.23867442717081e-62,,,,1.4727250842527825e-68,,4.789001174230893e-18,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,8.996378451337723e+17,0.08902316023166297,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,1128068091206.3494,5.465485243606232e-52,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,8.864713112579985e-13,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.692460266105672e+108,,,,,3.087683008858548e+61,1.829663708578931e+51,,,,,,2.0856571695306398e-14,,2.8048280906416898e+29,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,6.651831102254074e-11,,689555646.7272488,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,15033454467.314041,17143026717.01037,1.8875543140792502e-17,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,5.833275631588081e-11,1.450209282958053e-09,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,1.9747862740390048e-20,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,3.800236684564028e+114,,,,,6.790133546936703e+67,,,47946518469525.93,5.2978607955331896e+16,,,,,1.6724504109636952e+43,5.063839126016979e+19,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,7.898270789624978e+47,,,,,2.0881180931441274e+17,,,3.565280893101793e-30,,,,5.979250526320732e-44,,,,,
$S_{x}$,,7.326819283339751e-95,3.9783782450952586e-148,,,,,,,,,,,,,,,,,,
$S_{y}$,1.3648487308454187e+94,,1.1563261812929902e-14,,,,,,,,,,,,,,,,,,
$S_{z}$,2.513587040731608e+147,86480788567963.75,,2.1308557039156563e-38,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,4.692950339914627e+37,,2.0005195854835893e+23,,,,2.5252949445334666e-55,,,1.0440907363788665e-125,5.083565452793648e-140,,,,,1.0055787771443346e-73,,,
"$S_{x,z}$",,,,4.998701373664723e-24,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,3.5381304269041487e-90,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1963465582173.964,3.4117101785671814e-18,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,5.093035544288952e-13,,7.360485499024403e-20,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,3.959933480897789e+54,,2.826351432372142e+89,2.931081327722775e+17,1.3586060323501013e+19,,,,6.209211169077632e-90,2.2246001431548028e-89,,,,,1.2307392060615912e-31,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,4.792514811719346e-08,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,20865871.87074845,1.4311651189114317e-72,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,9.577711640927084e+124,,,,,1.6105105347037963e+89,6.987313949913877e+71,,,4.1122331902095464e-16,,,,,1.5255049022838415e+40,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.9671232903088817e+139,,,,,4.4951898572741086e+88,,,2431768709957431.0,,1.0955671389994554e+39,5.037673572900464e+16,679480.4166410198,,6.227664758780835e+55,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,9.127692538435083e-40,,1.9131342511154952,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.9850432655648337e-17,0.5227024707842264,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.2083270038321507e-43,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,1.4717127609702927e-06,,,,,,4.528314865799682e+42,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,9.944521729464326e+72,,,,,8.125198214819492e+30,,,6.555206728624042e-41,1.605738328464177e-56,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,2.7283118817418257e-70,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,3.665270113333135e+69,,1.6063924653435731e+53,,7.901229982270819e-48,,,,,3.2353982448801085e-136,8.54751309441842e-102,,,,,6.55122165954414e-111,,,
"$S_{x,z}$",,,,6.225128799929482e-54,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,2.7224156433905697e-97,,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.2656257345297514e+47,,3.673208396476054e+96,,13.351094311661432,304531049174.7818,,,9.150611448811295e-86,1.5843023807743337e-35,,,,,3.788374172281174e-42,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.07490022740132665,,4.518588703022431e+23,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,3.2837374143286863e-12,2.2130803791261454e-24,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,,9.470685084788263e-44,,,,,,,,8.427099491750011e+22,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.1866479100893293e-23,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,3.090809613878171e+135,,,1.0928231469492723e+85,,,1.055889823225346e+43,,,4908077670457708.0,,,,,260123864235.01218,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,1.1699309365820173e+101,,,6.311926385613624e+34,,,,,2.0374575692212791e-16,,43862785.64235414,1.6665338669568612e+18,,,31549639.413343426,1.814188401452183e+27,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,6.000478117051584e-19,6.199006287824212e-13,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,2.2798369628270822e-08,,1613161777177.3384,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,5.5121066764595195e-28,,,8764778964140.878,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.1409300840229686e-13,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.526432857821489e+110,,,2.63965478203503e+41,,,,,3.844322407484065e-12,3.1696083333905415e-08,,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,6.003006494212531e-36,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.665831947648391e+35,,1.9891505425382198e-74,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,1.0114772843491306e-25,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,5.027271584602983e+73,,9.886529489819279e+24,,,1.9165138586210432e-50,,,,3.5352691740647377e-129,,,,,,7.023352208396828e-78,6.748139857672354e-101,,
"$S_{x,y,z}$",,,,,,,,6.355903433991798e-50,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,2.386141780686024e-09,2.3642443626804978e+36,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,4.229681228323771e-37,9.611564310413771e-31,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,5.21780729892302e+49,,1.5733404548784253e+49,419086580.72803056,,1.040413368421764e+30,,,6.943099353921903e-68,,,,,,3.2316565028314457e-37,1.9684241810750876e-62,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,7.13012497166836e-41,,,,,,,,7596375.476579324,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,1.3164172875381663e-07,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,2.8286389260997418e+128,,,,1.4402789720056888e+67,,,1.4024999617447273e+40,,,,,,,6.505918941355033e+33,1.592509749025344e+24,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,,1677632853058707.5,0.0005477114369408166,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,5.960779786690347e-16,,5.539881890229167e-20,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1825.7789276510136,1.805092635212541e+19,,,,,3.124916115528478e-12,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.7076854978675557e-06,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,1.4818898557104469e+100,,,,5.0802058296897846e+61,,,,6.279396409422455e-25,,,320008590000.4655,,585587.9207551588,3.2686349109164676e-07,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.423821517600159e+77,,,,3.0943882777264253e+36,,,,1.5370618801342197e-34,,,,,,,3059381.1399989533,,
$S_{x}$,,8.560921680776969e-73,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1.1680985264068463e+72,,1.3689812296186493e-76,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7.304702054085616e+75,,4.802321844818e-100,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,2.0823260754150858e+99,,7.494520499576313e+71,,,2.8842783123814225e-30,,,,5.962748797341607e-58,1.3018232598482755e-100,,,,,7.104646011188749e-37,,,
"$S_{x,z}$",,,,1.3343081789642619e-72,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,2.5950427797710463e-75,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,6666021017365038.0,4.608256710841528e-08,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,3.467071799927462e+29,,3.8535010204657485e+74,733118516355.5879,,21700179.975811,,,6.741108889918926e-33,4.026947537924329e-73,,,,,34913932019.398,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.3640359337411214e-12,1.500145285163356e-16,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,,,,,,,,,,3.242340854568591e-09,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,308419146.7997447,1.0971239217800986e-35,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,1.677078867460983e+57,,,,1.483435464891336e+32,,,,,2.327591597235949e-21,,,,,189712461471199.38,,9.1147406427661e+34,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,4.518920741789488e-35,,2.1268414544772923e+23,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,7.314224759666256e-65,4.701807922235403e-24,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,7.681534282284584e+99,,,,2.4832704935496755e+72,,,,4.296286346743628e+20,,2.2129177676260836e+34,1.3671988937425398e+64,,,3.078276215209878e+45,2.5579638058408234e+69,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,2.110126810923051e-18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,3.909359458943915e-70,,,4.7390516760580915e+17,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.4075296621747943e+36,,,,2.864186134762493e-11,,,,5.2711350232088574e-15,3.2485713759504834e-46,,,,,,,,
$S_{x}$,,6.999619322125893e-21,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1.4286491221586669e+20,,1e-160,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1e+160,,1.1010930396386908e+37,,,,,1.8888812723734773e-68,,,6.752158295124355e-111,1.7663887494598503e-122,,,,,3.793783587819154e-104,,,
"$S_{x,z}$",,,,2.590641746393127e-36,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,9.081884672780575e-38,,3.860047424126744e+35,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,2.6859628094546746e-41,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,5.2941389944718345e+67,,,3.723059740365608e+40,363385165934.65204,1.1385479017580915e+22,,,,1.2530094577406574e-56,2.8423381443608307e-49,,,,,9.68915914025275e-41,,,
"$S_{x,y,z}HF_{z}$",,,,,,,0.5808044453578862,,8.783117499543476e-23,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,1.721749907378566,2.7519009958150883e-12,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,235649.1306994453,,2.6139057626261107e-51,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,4.243597237264724e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,1.481007933007268e+110,,,,,,7.98078573008645e+55,,3.8256926255647826e+50,,2.0407435737752225e-06,,,,,2.1730714026005993e+25,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0091703832209865e-06,1.5681805217525044e+25,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.2426618429091394e-28,,6.37681686597191e-26,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,5.661267941758535e+121,,,,,,3.51823023584998e+48,,,490017.46855930315,,8.047241538043409e+27,990912.9485234027,,,1.8502962748581876e+16,0.0997133134601791,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,10.028751079456946,,,1.1039930495901668e+20,,4.368343509957441e-07,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,9.058028040767358e-21,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,2.635890996025019e+103,,,,,,1.0320813039860073e+40,,,4.6017816018528476e-26,5.404539876061973e-17,,,,,,2289197.2614345583,,
$S_{x}$,,1.935124640374242e-101,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,5.16762579079457e+100,,1.0923749195804545e-104,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.154366161977312e+103,,2.8651710419114875e-43,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,,1.4131646629421929e-61,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,3.4901930299171734e+42,,7.076316201666204e+60,,,,9.626843996964243e-41,,,1.4803895090650387e-125,4.835161100523194e-121,,,,,1.0143132671803044e-75,,,
"$S_{x,y,z}$",,,,,,,,,6.3300202970056325e-56,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,3719.2440757431837,,1.622870518455739e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,1.0387620286724735e+40,,1.579773765453868e+55,115.6925864295715,6.161921044394605e+16,,,,5.361558824026844e-71,3.913672476262833e-68,,,,,5.903383434100601e-42,,,
"$S_{x,y,z}HF_{y}$",,,,,,,,0.0002688718405231791,0.008643596196276202,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,4.838433098206062e+16,2.7509729058513736e-53,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,2.066784803474431e-17,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,6.754978969227933e+124,,,,,1.8651292148818423e+70,3.63507760426495e+52,,,128343958952315.81,,,,,3.1073256968134414e+39,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,9.100565021366974e-17,0.00020505523405627097,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,1.2848807313857804e-08,,4876.734820265946,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,2.0681834156297167e+120,,,,,2.555144831523818e+67,,,7.791562673951286e-15,,77828235.38193086,1.0988328720822572e+16,175152031022040.2,,875956978117004.8,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.829762054589919e-19,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,5.709325744981886e-15,,,,,,3.533866030813383e+18,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,9.85888711462787e+74,,,,,1.6939438394320615e+41,,,3.218201429690807e-40,1.1416085777975574e-15,,,,,,,,
$S_{x}$,,5.284520524449998e-47,7.302278799884714e-28,,,,,,,,,,,,,,,,,,
