ModelName,$S_{x}$,$S_{y}$,$S_{z}$,"$S_{x,z}$","$S_{y,z}$","$S_{x,y,z}$","$S_{x,y,z}HF_{x}$","$S_{x,y,z}HF_{z}$","$S_{x,y,z}HF_{y}$","$S_{x,y,z}HF_{x,y}$","$S_{x,y,z}HF_{y,z}$","$S_{x,y,z}HF_{x,y,z}$","$S_{x,y,z}HF_{x,y,z}T_{yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy}$","$S_{x,y,z}HF_{x,y,z}T_{xz}$","$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$","$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$","$S_{x,y}$","$S_{x,y,z}HF_{x,z}$"
$S_{z}$,1e+160,2.085450647470371e-79,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,1.2477236655965236e-37,,,,,,,,,,,,,,,,
"$S_{y,z}$",,1e+160,,,,,,6.360791470834223e-86,,,,2.554138049222478e-73,,1.6563974430706543e-70,,,,6.327756799762589e-61,,8.014595118879231e+36,
"$S_{x,y,z}$",,,,,,,,8.814882421870868e-86,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,8.770368915007482e-66,9.178951717413998e-83,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.0894490251025439e+82,5.045954573733052e-10,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.5721313999763132e+85,1.1344450806500495e+85,1.1402028919089625e+65,,1981785577.7092128,,,253.19776615772813,,141323.22397583677,,,,39151.48755784995,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,1.7320596806283856e-17,,,,,,,,,3737.4595262292896
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,0.0002675614258782079,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,3.915215155674207e+72,,,0.003949481921483681,,,5.773473115182747e+16,,,182549803.91792643,,,,3.500705273116213e+20,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.3345340917077753e-09,1.1843472957436803e-05,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,6.03719840418363e+69,,,7.075977832001473e-06,,,,5.47795713026126e-09,749325181.1351788,,13844998.399905443,,,0.2959078813551018,4455.4081599166475,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,84434.69272854428,7.222824958989014e-08,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.00024737700728504156,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,0.00022444632772291464,,,4042.4128781206587,5.10254216569353e-08,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.5803388651686472e+60,,,2.554181366729444e-05,,,,2.8565672399774254e-21,,3.3794300963547443,,,,,19598074.20550892,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,4.019028767594196e-120,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,2.4881633295663205e+119,,1.0049367098706364e-131,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,9.817810174687905e-30,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,9.950875415116721e+130,,1.018557073529677e+29,,,6.623315212155205e-24,,,,,,,3.701552567847186e-17,,,,1.0247687383186202e-32,,9.531684930626925e-23
"$S_{x,y,z}$",,,,,,,,1.9871787339516993e-44,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.5098179204347473e+23,,5.032259971962372e+43,1.0896568518561572e+59,,1.0661164684450101e+21,,,,,,7.639084525077781e-07,,,,7.768454803066892e-16,,108.86189227294757
"$S_{x,y,z}HF_{y}$",,,,,,,2.7834472480838497e+40,9.379838222164933e-22,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,9.177201045416887e-60,3.592667332525914e-41,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,1.0491324537877138e+22,,,,0.009185950924798524,,,4030.6290014908077,0.291081047053599,,,83.48383933226259,,,,2.0910968281482016e-17,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.00024810023438776686
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,4.8227294300937986e-06,,,,,,3.4354692966865077
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.38441849829711855,,3.582771751377794e-08,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,2.701569089376995e+16,,,,1309057.3834039597,,,,207351.46238144874,27.98652333190868,27911351.026351012,,,,,4.906156692827356e-12,,0.01197836620833928
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,2.6013316331803993,0.035731483619469644,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,5.52670118174893e-21,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,9.75829923969715e+31,,,,1287257280051641.8,,,,,,,203825532409.50662,1.8093976263857802e+20,,5.700371184581606e+23,,,4.782179316323497e+16
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.7542717265584483e-24,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.3473229328340178e-77,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,7.422125576802559e+76,,9.8794957172416e-110,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.0121974123181304e+109,,7.006095169468371e+40,,,,6.232337615673778e-44,,3.196944337769946e-31,,,,4.795120833609189e-49,,,8.095899262775714e-41,,,
"$S_{y,z}$",,,,1.427328598614913e-41,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.7483006668733878e+57,,1.66371593401623e-31,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,5.71983995057539e-58,5.241464120972565e-66,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.6045343844741151e+43,,1e+160,1.9078638657445354e+65,6.010641477634875e+30,,,3.209614800759413e-08,,,,20.744580611076987,,,0.14416187801515995,,,
"$S_{x,y,z}HF_{y,z}$",,,,3.1279868973181997e+30,,,,,31156386.73411508,2037.549898439382,,243654.00155037193,,,7541724206.885252,,,0.37291163510132863,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,0.0004907855266592139,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,4.104180492160989e-06,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,76.03921626379176,7.481191173670855e-13,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,0.013151108719096288,,1.0712473094736104e-29,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,2.0854531818905605e+48,,,,,0.04820536113735796,,1.3259567342532168e-10,,1336685531469.0776,9.334912593539022e+28,,,,4.9083833931038414e-08,77589193.86730365,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,1.2888392702084812e-08,5371809.3076116545,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,,,1.861570176333395e-07,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,1.235193234923165e+40,,,,,6.936646593177988,,2.6816004272118703,,,,20373306.645217966,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.0468141931543353e-141,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,9.552793671881049e+140,,7.019407301128588e-87,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,1.4246217053670884e+86,,6.719393165948392e+129,,,,1.2630036221289054e-51,1.0921145131639729e-41,,,,4.8469272743439836e-51,,,,1.7687677766766516e-23,,,
"$S_{y,z}$",,,,1.4882296292285161e-130,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,4.1347135061162915e-53,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.0197673844674575e+40,,4.458684563513538e-17,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,9.806157906513351e-41,1.0165021471936829e-63,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,7.917633666912298e+50,,2.4185472548962486e+52,9.837657527441123e+62,2.242813963973219e+16,,739.0567577086001,,,,110599280548.25723,,,,76479262096.14243,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,1.2217753478336252e-16,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,9.156548951106718e+40,,,,,0.0013530760521024642,,8184810749153981.0,136926415947.64627,,13446502.607945789,,,,2.865251344678584e+21,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,7.303192689877674e-12,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,7.195111284530568e-08,2.116405951404073e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,2.063162790358448e+50,,,,,9.041650135903687e-12,7.436878042987039e-08,,,13898325.688860325,,5198823511766.326,,859841517602.2206,373837102301.9433,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,472499.1438133959,1.9235121133401295e-13,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,1.1630050183999367e-12,,,,,706245091188.8457,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,,1.4159390450653143e-12,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,5.653653425770261e+22,,,,,1.3075439963619098e-11,3.490095212265496e-22,,,,2.6749618853837392e-12,,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,8.203450516816536e+36,,1.0228539853872713e-87,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.218999246658544e-37,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,9.776566492248467e+86,,,,,,,5.9339355436726575e-83,9.71860500671277e-71,,,,,,,,3.235437971889597e-62,1.2641150576513577e-46,3.731769530397482e+19,
"$S_{x,y}$",,,,,2.6796938874558176e-20,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,6.17647603037878e-91,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,7.652241353462446e-64,9.656372381618265e-109,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1.685222214903055e+82,1.619046192491536e+90,1.035585580671667e+108,1.0473785725147292e+19,,13674302829385.531,,,,,,,,2552072919799714.0,3.633597654623035e+21,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.3068066646218956e+63,,9.547646154332005e-20,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,5.431000704626317e-22,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,1.0289542576422096e+70,,,,7.3129870859013e-14,,1.8412812930555597e+21,11934371213578.564,,,,,,15096243528342.42,181956.02564490295,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,8.379159505799773e-14,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,61438.90534094433,,742756591614723.2,,,,9.637678854356186e-06,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.005203429310332e-12,1.3463360827617025e-15,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.6276331657451856e-05,994823506209.184,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,0.003300720991557,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,7.91067232327676e+45,,,,2.7520933659996663e-22,5.495833383124966e-06,,,,103759.42331259612,,,302.96411073760123,7.603213101941218e-07,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.0907716627185677e+61,,,,3.918383335529769e-16,6.624164469277085e-14,,,,,,,,,1315233.4238069488,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,2.6497406760968833e-19,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,3.773954217561465e+18,,2.8956099084856417e-146,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,,4.1050843155874495e-32,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,3.4535038613781516e+145,,2.4360035583261755e+31,,,,2.5526551900764e-39,,8.985054862095347e-35,,,7.681294860597521e-35,,,,,2.41818431911802e-28,,
"$S_{x,y,z}$",,,,,,,,,1.4605224485395083e-99,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,3.917489537511999e+38,,6.846864976296522e+98,1.3729092698179991e+50,2.2813116795575594e+29,,,3057420111.240702,,,5.491343143172761e-09,,,,,0.7763526874183367,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.273342471569483e+28,,4.38344312599119e-30,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,4.3988092973497937e-29,7.283802520559613e-51,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,,,,,,,4.1117321851018964e-36,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,1.1129592588450778e+34,,,,,3.270731412812614e-10,2.432065015380417e+35,,0.0005898899486929003,,1.4796682936879762e-08,,,,,0.057359171252092826,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1695.2314617596664,,,1.2253925902703668e-07,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,2.443989932626648,1.6901022690461395e-18,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,1.3018638369549725e+34,,,,,182104810.04875338,,67582714.6033903,8160649.965896751,8.85534605141202e+16,,5.916801712622872e+17,,,,378280.31252284243,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.1292613458516916e-17,0.4091669882311104,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,,,,,,,1.1437590064328424e-16,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,4.135334069012275e+27,,,,,1.2880743716175882,,17.434003633089688,,,2.6435422804077733e-06,,,8743100551564632.0,69113543488.73444,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,,,,,,,,,,,,,,,1.4468944139190329e-11,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,7.929145680044399e-106,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.2611699171031003e+105,,1.772547035903305e-118,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,5.641599234010688e+117,,1.1833333652208191e+44,,,,9.551170567741682e-43,4.3180090091297986e-45,,,,,1.021450127898096e-26,,,1.2404246861697607e-21,,,
"$S_{y,z}$",,,,8.450703997629546e-45,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,9.16588395144604e-22,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,1.0469920863704605e+42,,1.0910022484435194e+21,2.0542780621582723e+69,4884445.25263818,,5.760650150223586e-30,,,,,1540.7565087803257,,,593549974.9654975,,,
"$S_{x,y,z}HF_{z}$",,,,,,,2.7505478410951905e+92,,2.0473154028287683e-07,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,3.6356393626726677e-93,4.867890177191381e-70,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,2.315882152829339e+44,,,,,1.7359151726323587e+29,,1.0332681478143948e+25,7.744166221448227e+26,,,98871.91676566312,,,3.024217514846916e+37,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,9.678029871676924e-26,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,1.2912945969966425e-27,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,9.790003179673242e+25,,,,,0.000649031819305185,1.0114095414677815e-05,,,160404401127660.75,5186501.689932727,,503014.63948685804,,4.600869446648663e+22,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,862339364.5345469,,1.9280818936992783e-07,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,1.1596362651724202e-09,6.234242907114075e-15,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,1.9880137107344096e-06,,,,4.413881179285285e+17,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz}$",,,,,,,,,,,,,,,,2.265579791076126e-18,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,8.061755067837654e+20,,,,,1.6847781015543452e-09,3.3066404618406535e-38,,,,,2.1735022295153664e-23,,,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,1.2358041733961503e-14,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,80918969326011.44,,,2.706497298924244e-79,,,,,,,,,,,,,,,,
"$S_{y,z}$",,,3.694812481052435e+78,484.8052115312982,,,,1.0559695335884239e-75,,,,,2.2058909275551505e-43,,,,1.064689143054135e-43,7.310724141622369e-44,,,7.251534995790509e-41
"$S_{x,z}$",,,,,0.002062684097065326,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,1.303582384047003e-88,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,9.469970185614856e+74,7.6711684066754255e+87,1.1550928233896861e+112,,391098744711.4741,,,,9276655521390.002,,,,39998.05219036625,5.089081638289697e+23,,,2.3499376499663155e+17
"$S_{x,y,z}HF_{x}$",,,,,,,,8.657312899455498e-113,5.008034703626224e-107,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1.9967912747807413e+106,2.5568990274763768e-12,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,z}$",,,,,1.3790183741518128e+40,,,4.2554320537582525e-18,,,2.992470199495448e+21,296777.1697256623,10.019788261776583,,,,0.010053344905434119,44250.71146929132,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,3.3417208303982683e-22
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,3.36953142630341e-06
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,7.872020318199698e-31,,3.19810497158098e-26,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,0.2522682219103476,3.1268517102665676e+25,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,4.5333157116173805e+42,,,1.0779747051016521e-13,,,,,,1.2703219244595348e+30,3.9640347580337933,,67.40444156111039,0.030072872864145127,,,0.09980250818420913
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,3.753546603215137e-05,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,9.392412860822741e+42,,,2.500121744030464e-05,,,,,0.014835817593613285,,,26641.470206962134,,0.022093378481117563,,,99.4693815248964
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,1.3678535540777273e+43,,,1.9649910751600224e-24,,,,,33.252559691171584,,,,45.2624301373674,,,,2.2598506708620276e-05
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,9.524095058965383e+108,,4.00027638379014e-54,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.0499685206928536e-109,,,,,,,,,,,,,,,,,,,
"$S_{x,y}$",,,,,3.759733837768102e-24,,,,,,,,,,,,,,,,
"$S_{y,z}$",,2.4998272720659625e+53,,,,,,5.034521825730535e-94,,,7.83040524610564e-94,,,,,,2.1628462744683942e-76,1.445113722297976e-66,,2.659762746911978e+23,
"$S_{x,y,z}$",,,,,,,,9.590519517423977e-75,,,,,,,,,,,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,4.8810890284168175e-77,4.44075293847779e-99,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,1.9862859564719334e+93,1.0426963817582647e+74,2.048723131617106e+76,,6.696671835109896,,1950848376030187.5,,,,,,120943003640.74724,25559.292550933947,,,
"$S_{x,y,z}HF_{y}$",,,,,,,2.251870378411058e+98,0.1493279086421874,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,1.2770731125280372e+93,,,5.125974997784892e-16,,,,5.97193482109805e+35,,,,,0.25140622162302295,5.93851017417899e-08,,,10221201903.119614
"$S_{x,y,z}HF_{x,z}$",,,,,,,,,,,9.783585232718962e-11,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,1.674499186540237e-36,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,1.5381223584841766e-10,3.3860585111974374e+26,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,8.098165505669248e+23,6501433351.411018,,5.170709057302495e-18,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.2348475704774548e-24,,2.9532862373555453e-27,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,4.623537103883122e+75,,,8.268357572550706e-12,,,3.9776263035346586,,1.933970735769244e+17,,,1462783894870.2654,,13776857.604480343,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,6.83627980528655e-13,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,6.919870627273751e+65,,,3.912471356580875e-05,,,16839240.325764902,,,,,,7.258549291202605e-08,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.535485174474994e-44,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.8065263811222178e+43,,1.015790696834225e-131,,,,,,,,,,,,,,,,,
"$S_{x,z}$",,,9.844547731304908e+130,,1.1181573367751135e+48,,,7.923529620977064e-55,,,,,,,,,1.3858517292020634e-37,4.809526371311858e-19,,,9.215179389619523e-23
"$S_{y,z}$",,,,8.943285234653183e-49,,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,7.675156727848367e-76,,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,,,1e+160,2.907727478596461e-23,,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,1.2620638122593254e+54,,1.3029049900331318e+75,1e+160,,3.439111840297677e+22,,,,,,,,2.603115971419813e-05,6749540.463166959,,,17159.581152728028
"$S_{x,y,z}HF_{x}$",,,,,,,,1e-160,1e-160,,,,,,,,,,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,,,,,,,,,,,,0.005314720094264703
"$S_{x,y,z}HF_{x,z}$",,,,1.085166069720199e+22,,,,5.827648070774852e-05,,,188.15666342977013,10702005801346.861,,,,,1.1917619172422959e-14,5.79105246741218e+22,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,,,,,,,,,,,,9.34404277630039e-14
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,,,,,,,,,,9415658502565578.0,201885040760.89633,,1.2013985975657829e-12,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4.9533140059859885e-12,839722.0462428228,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,1.0620606086419978e-16,,1.1908702462610225e-06,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,7.215779140931428e+36,,,,38415.49938532211,,,,,832363215693.9027,,,2.22182079162145e+17,,16722996521.917383,,,83909376993181.02
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,4.5008130438378685e-18,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,2.079206813304649e+18,,,,1.4815823469125318e-07,,,,,,,,,5.979789559182092e-11,,,,1.7268018302843406e-23
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,799614.3519927404,,2.11833083050889e-130,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.2506028656287537e-06,,,,,,,,,,,,,,,,,,,
"$S_{y,z}$",,4.7206979457489576e+129,,,,,,,6.848483720878178e-58,1.2585645703231136e-57,,,6.449687944230252e-37,,,,,3.073127246086595e-48,,2.711678641965421e+27,
"$S_{x,y}$",,,,,3.687752613912987e-28,,,,,,,,,,,,,,,,
"$S_{x,y,z}$",,,,,,,,,4.600221729788956e-25,,,,,,,,,,,,
"$S_{x,y,z}HF_{z}$",,,,,,,1.3058016265958763e+36,,1.2268451579684962e-09,,,,,,,,,,,,
"$S_{x,y,z}HF_{y}$",,,,,1.4601772315693998e+57,2.173808261294129e+24,2.3708541779665907e+43,815098786.9209806,,3.583939414776946e-15,,,3.3351743712246815e+28,,,,,3.5178106588429925e-06,,,
"$S_{x,y,z}HF_{x}$",,,,,,,,7.658131063957414e-37,4.2178891021364693e-44,,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y}$",,,,,7.94555975577215e+56,,,,279022573840645.44,,1.917054973129108e+22,3.6743683280402726e+17,783751.0198695253,,,,,241974611918141.88,,,
"$S_{x,y,z}HF_{y,z}$",,,,,,,,,,5.21633450274904e-23,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}$",,,,,,,,,,2.7215562260557335e-18,,,,,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy}$",,,,,,,,,,,,,3.418803663355665e-21,,4.327604325828088e-22,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz}$",,,,,,,,,,,,,4.67604050358112e-05,2.3107472973713923e+21,,,,,,,
"$S_{x,y,z}HF_{x,y,z}T_{yz}$",,,,,1.5504626094268295e+36,,,,2.998343980536161e-29,1.2759154050816733e-06,,,,2.9249997907702838e+20,21385.614586403935,,18670.71375081939,5.982265692574181e-11,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,yz}$",,,,,,,,,,,,,5.3559816370497014e-05,,,27.877043364639547,,2.1333607184507677e-12,,,
"$S_{x,y,z}HF_{x,y,z}T_{xz,yz}$",,,,,,,,,,,,,,,,,0.03587180989460466,,,,
"$S_{x,y,z}HF_{x,y,z}T_{xy,xz,yz}$",,,,,3.254014298540444e+47,,,,284267.7156276796,4.132664960480615e-15,,,16716074667.852106,,,,468743982839.52344,,,,
$S_{x}$,,1e-160,1e-160,,,,,,,,,,,,,,,,,,
$S_{y}$,1e+160,,5.7828271697887296e-117,,,,,,,,,,,,,,,,,,
$S_{z}$,1e+160,1.7292579747572398e+116,,7.125140035280333e-147,,,,,,,,,,,,,,,,,
